repo,repo_id,host,host_source,host_checked
mysqljs/sql-escaper,1149761346,,,
mysqljs/sqlstring,17160353,,,
mysticatea/abort-controller,105228556,,,
mysticatea/eslint-plugin-es,127517246,,,
mysticatea/eslint-plugin-eslint-comments,70421055,,,
mysticatea/eslint-plugin-node,46702870,,,
mysticatea/eslint-utils,131817148,,,
mysticatea/event-target-shim,31137469,,,
mysticatea/npm-run-all,32727687,,,
mysticatea/regexpp,121845360,,,
mystor/rust-cpp,36984252,,,
mystor/synstructure,70418718,,,
mziccard/node-timsort,40312625,,,
n1m3/linregress,172799621,,,
n1ru4l/envelop,339674565,,,
n1t0/unicode-normalization,230347209,,,
nabijaczleweli/rust-embed-resource,80449923,,,
nabijaczleweli/vswhom-sys.rs,166088945,,,
nabijaczleweli/vswhom.rs,166092097,,,
nadavrot/layout,468217821,,,
nadirizr/json-logic-py,47264706,,,
nadrieril/pest_consume,209136789,,,
nagisa/rust_libloading,45751215,,,
nagisa/rust_rdrand,28244245,,,
nagisa/rust_tracy_client,273741035,,,
naim94a/binascii-rs,143216697,,,
naimetti/rfc3339-validator,217363427,,,
naimetti/rfc3986-validator,217600928,,,
najamelan/async_executors,218044755,,,
najamelan/async_io_stream,245812201,,,
najamelan/async_progress,213315640,,,
najamelan/futures_ringbuf,202219217,,,
najamelan/pharos,183888550,,,
najamelan/ws_stream_tungstenite,207568968,,,
najamelan/ws_stream_wasm,197435125,,,
nalhabash/fd-slicer2,242284405,,,
nanpuyue/tokio-fd,237370603,,,
naomijub/tokio-retry,851829271,,,
napi-rs/napi-rs,131389850,,,
narsil/esaxx-rs,269908556,,,
narwhals-dev/narwhals,760058710,,,
nashwaan/xml-js,56743058,,,
nathan7/snakeize,9039272,,,
nats-io/nats.rs,242828875,,,
nattapongsiri/permutator,151542088,,,
naturalintelligence/fast-xml-builder,1166422521,,,
naturalintelligence/fast-xml-parser,80317682,,,
naturalintelligence/path-expression-matcher,1174406317,,,
naturalintelligence/strnum,403271202,,,
naugtur/xhr,4010687,,,
naver/hammer.js,37453756,,,
nayuki/qr-code-generator,56284158,,,
nbnet/btm,471955353,,,
nbubna/case,10485445,,,
nbubna/store,9108007,,,
near/borsh,202791718,,,
near/borsh-rs,315885410,,,
necaris/python3-openid,6988540,,,
necolas/normalize.css,1700621,,,
nedbat/coveragepy,138421996,,,
nekitdev/named,562901984,,,
nemo157/ergo-pin-rs,169303848,,,
nemtrif/utfcpp,40769974,,,
neo4j-labs/neo4rs,306382967,,,
neo4j/neo4j-python-driver,35100117,,,
neodyme-labs/solana-security-txt,467889070,,,
neoeinstein/protoc-gen-prost,463321038,,,
neoeinstein/stats_alloc,143448309,,,
neogenie/fastnum,875992634,,,
neon-bindings/neon,42766295,,,
neonmoe/minreq,125681542,,,
neosmart/ignore-result,163022996,,,
neosmart/prettysize-rs,144234651,,,
neovim/neovim,16408992,,,
neovim/unibilium,152818885,,,
nephila/giturlparse,28669433,psf,domain,2026-06-29T23:07:58+00:00
nervosnetwork/blake2b-rs,174150655,,,
nervosnetwork/faster-hex,155337704,,,
nervosnetwork/merkle-mountain-range,209726839,,,
net-snmp/net-snmp,128822274,,,
netaddr/netaddr,684215,,,
netflix/vmaf,51317975,,,
networkconfiguration/dhcpcd,82352488,,,
networkx/networkx,890377,,,
neuralmagic/compressed-tensors,781003631,,,
neutrinojs/webpack-chain,81127405,,,
newam/clap-num,283652631,,,
newcomb-luke/color-hex,489550677,,,
newrelic/csec-node-agent,631070160,,,
newrelic/newrelic-python-agent,46122460,,,
newrelic/node-newrelic,7431305,,,
nexdrew/ansi-align,57453130,,,
nexdrew/which-module,60501189,,,
nextest-rs/datatest-stable,479144653,,,
nextest-rs/future-queue,558238983,,,
nextest-rs/locked-tripwire,1142058472,,,
nextest-rs/mukti,459889222,,,
nextest-rs/nextest,456728202,,,
nextest-rs/quick-junit,783421863,,,
nfarina/xmldoc,6392290,,,
nficano/humps,152998339,,,
nfl/react-helmet,37627792,,,
nfrasser/linkifyjs,9824723,,,
nfriedly/set-cookie-parser,38366929,,,
nfroidure/svg-pathdata,14073538,,,
ngg/futures-await-test,114420842,,,
nghttp2/nghttp2,11452676,,,
nginx/nginx,37912398,,,
ngtcp2/nghttp3,156868263,,,
ngtcp2/ngtcp2,95347622,,,
nhairs/python-json-logger,768968265,,,
nham/rust-base58,33978055,,,
nhynes/jwk-rs,279129051,,,
nical/android_system_properties,508013052,,,
nical/guillotiere,177808606,,,
nical/lyon,59888340,,,
nical/rust_debug,171915695,,,
nickbabcock/rawzip,917280743,,,
nickel-org/nickel.rs,20462243,,,
nickel-org/rust-mustache,26356112,,,
nicklockwood/swiftformat,66302557,,,
nicolasklenert/enterpolation,378162654,,,
nicolasklenert/topology-traits,395098767,,,
nicolo-ribaudo/acorn-import-phases,959195561,,,
nicolo-ribaudo/babel-preset-current-node-syntax,253327079,,,
nih-at/libzip,51913230,,,
nihaals/clap-complete-command,478205626,,,
nike-inc/cerberus-python-client,82107741,,,
nikis05/derive-visitor,416774225,,,
niklak/dom_query,734642713,,,
niklasad1/finito,787852483,,,
niklasf/double-checked-cell,109261930,,,
niklasf/rust-btoi,105295600,,,
niklasmohrin/clircle,308962669,,,
niklasrosenstein/pydoc-markdown,40528750,,,
niklasrosenstein/python-databind,287405220,,,
niklasrosenstein/python-docspec,264783368,,,
niklasrosenstein/python-nr.util,445974283,,,
niklasrosenstein/python-typeapi,469495523,,,
niklasvh/base64-arraybuffer,7279454,,,
niklasvh/css-line-break,115804731,,,
niklasvh/html2canvas,2056312,,,
niklasvh/text-segmentation,394322867,,,
niklasvh/utrie,394260975,,,
nikomatsakis/dogged,34109283,,,
niksite/url-normalize,7972982,,,
niksy/css-functions-list,402078283,,,
niksy/isomorphic-timers-promises,378050219,,,
niksy/node-stdlib-browser,381770948,,,
niksy/throttle-debounce,28270199,,,
nilzona/path2d-polyfill,133689562,,,
ninja-build/ninja,1335132,,,
nipunn1313/mypy-protobuf,113912678,,,
nirgit/simple-xml-to-json,226965058,,,
nithinmurali/pygsheets,60546709,,,
nix-rust/nix,22734848,,,
nixos/patchelf,2928164,,,
njaard/libavif-rs,241687111,,,
nkbt/react-copy-to-clipboard,38528498,,,
nkoriyama/aribb24,22804061,,,
nlnetlabs/bcder,142572288,,,
nlnetlabs/domain,145591610,,,
nlnetlabs/octets,408411758,,,
nlnetlabs/octseq,408411758,,,
nlnetlabs/unbound,94195301,,,
nlohmann/json,11171548,,,
nlordell/ethnum-rs,330600696,,,
nltk/nltk,299862,,,
nmap/nmap,3671479,,,
nmfr/last-call-webpack-plugin,50267612,,,
nmfr/optimize-css-assets-webpack-plugin,49304920,,,
nneonneo/fixedint,21083374,,,
nnethercote/dhat-rs,319168169,,,
no-context/moo,84584505,,,
noahmorrison/chevron,25951460,,,
noamgat/lm-format-enforcer,694647206,,,
nobodyxu/awaitable,436630812,,,
nobodyxu/concurrent_arena,435822514,,,
nobodyxu/derive_destructure2,441613426,,,
nobodyxu/vec-strings,432921810,,,
nock/nock,2436267,,,
nock/propagate,7505217,,,
node-browser-compat/atob,11931682,,,
node-cache/node-cache,2599450,,,
node-config/node-config,1130565,,,
node-cron/node-cron,51018902,,,
node-fetch/fetch-blob,186960326,,,
node-fetch/node-fetch,29849956,,,
node-fetch/timeout-signal,266467168,,,
node-formidable/formidable,655209,,,
node-js-libs/cli,1212062,,,
node-modules/address,11767981,,,
node-modules/agentkeepalive,5535125,,,
node-modules/cache-content-type,812246682,,,
node-modules/charset,6123158,,,
node-modules/compressing,76440540,,,
node-modules/detect-port,36540283,,,
node-modules/get-ready,649481410,,,
node-modules/humanize-ms,22945760,,,
node-modules/yauzl,604534146,,,
node-modules/ylru,77580415,,,
node-saml/xml-crypto,4384220,,,
node-schedule/node-schedule,1735515,,,
nodeca/argparse,4325614,,,
nodeca/js-yaml,2504175,,,
nodeca/pako,16231859,,,
nodejs/cjs-module-lexer,263814238,,,
nodejs/http-parser,186749,,,
nodejs/import-in-the-middle,395073138,,,
nodejs/llhttp,122002958,,,
nodejs/merve,732165431,,,
nodejs/nan,11545928,,,
nodejs/nbytes,826446971,,,
nodejs/node,27193779,lf/openjs,project_list,2026-06-29T23:07:55+00:00
nodejs/node-addon-api,81384578,,,
nodejs/node-gyp,3342055,,,
nodejs/orchestrion-js,935826741,,,
nodejs/readable-stream,5187096,lf/openjs,domain,2026-06-29T23:07:55+00:00
nodejs/require-in-the-middle,51443433,,,
nodejs/string_decoder,95052330,,,
nodejs/undici,133092972,,,
nodejs/uvwasi,195472817,,,
nodelib/nodelib,129310478,,,
nodemailer/libbase64,20962816,,,
nodemailer/libmime,20967336,,,
nodemailer/libqp,20937797,,,
nodemailer/nodemailer,1272424,,,
nodenv/node-build,8693113,,,
noderedis/node-redis-parser,44634462,,,
noderedis/redis-commands,32858166,,,
noderedis/redis-errors,91750570,,,
nokel81/scoped-env,237466475,,,
nolanlawson/blob-util,25703486,,,
nolanlawson/marky,74048404,,,
nolimits4web/dom7,88166856,,,
nolimits4web/ssr-window,121015472,,,
nolimits4web/swiper,3721224,,,
nolze/msoffcrypto-tool,43380294,,,
nomiddlename/date-format,12457366,,,
normalize/mz,19564078,,,
nose-devs/nose,2974718,,,
not-an-aardvark/eslint-rule-composer,104162119,,,
not-fl3/nanoserde,273762076,,,
not-fl3/quad-rand,248274093,,,
notatestuser/treeify,6023016,,,
notgull/tiny-xlib,645401004,,,
notgull/unsend,581933850,,,
notify-rs/notify,27861978,,,
notpeter/env-home,785934069,,,
notriddle/rust-float-ord,86088490,,,
nounique/pymecab-ko,444690695,psf,domain,2026-06-29T23:07:58+00:00
novemberborn/common-path-prefix,49427436,,,
novemberborn/ignore-by-default,51163829,,,
novemberborn/package-hash,56253096,,,
novemberborn/release-zalgo,80839826,,,
novum/mikktspace-sys,630788258,,,
nox/serde_urlencoded,67926113,,,
noxf/libwebp-sys,109795973,,,
npkgz/cli-progress,47921134,,,
npm-dom/dom-walk,5489299,,,
npm-dom/is-dom,24804895,,,
npm/abbrev-js,554893,,,
npm/agent,509179165,,,
npm/are-we-there-yet,27612014,,,
npm/bin-links,103666531,,,
npm/cacache,193812470,,,
npm/ci-detect,228320359,,,
npm/cli,139910229,,,
npm/cmd-shim,9133549,,,
npm/copy-concurrently,83264238,,,
npm/deprecate-holder,66673153,,,
npm/figgy-pudding,200087710,,,
npm/fs,392829655,,,
npm/fs-write-stream-atomic,24248419,,,
npm/fstream,2672652,,,
npm/gauge,28640038,,,
npm/git,246167265,,,
npm/hosted-git-info,25002984,,,
npm/ignore-walk,92022198,,,
npm/ini,2167680,,,
npm/init-package-json,4689678,,,
npm/installed-package-contents,226702572,,,
npm/json-parse-even-better-errors,211384370,,,
npm/lifecycle,98075774,,,
npm/lockfile,4803056,,,
npm/make-fetch-happen,193818300,,,
npm/map-workspaces,245538213,,,
npm/metavuln-calculator,294231668,,,
npm/minipass-fetch,210457081,,,
npm/move-concurrently,82339841,,,
npm/mute-stream,5159166,,,
npm/name-from-folder,251155897,,,
npm/node-fetch-npm,89532384,,,
npm/node-gyp,300062762,,,
npm/node-semver,1357199,,,
npm/node-which,2169708,,,
npm/nopt,1544436,,,
npm/normalize-package-data,9301720,,,
npm/npm-audit-report,122357526,,,
npm/npm-bundled,92586842,,,
npm/npm-install-checks,15821540,,,
npm/npm-lifecycle,98075774,,,
npm/npm-normalize-package-bin,226960383,,,
npm/npm-package-arg,20658455,,,
npm/npm-packlist,92569773,,,
npm/npm-pick-manifest,200085633,,,
npm/npm-profile,102792426,,,
npm/npm-registry-fetch,106227009,,,
npm/npm-user-validate,9556133,,,
npm/npmlog,4569994,,,
npm/osenv,4695853,,,
npm/package-json,379075817,,,
npm/pacote,193812680,,,
npm/parse-conflict-json,201119129,,,
npm/proc-log,358373909,,,
npm/proggy,358662174,,,
npm/promise-spawn,246110676,,,
npm/promzard,4649537,,,
npm/query,501334400,,,
npm/read,2928893,,,
npm/read-cmd-shim,42144552,,,
npm/read-installed,4631265,,,
npm/read-package-json,4619701,,,
npm/read-package-json-fast,223506953,,,
npm/read-package-tree,22895305,,,
npm/readdir-scoped-modules,22889367,,,
npm/redact,781052898,,,
npm/run-script,235679249,,,
npm/security-holder,54518115,,,
npm/ssri,193817839,,,
npm/stringify-package,141324283,,,
npm/uid-number,3567320,,,
npm/unique-filename,35248053,,,
npm/unique-slug,35246620,,,
npm/validate-npm-package-name,26554081,,,
npm/write-file-atomic,23896209,,,
nrc/derive-new,70296528,,,
nrc/xmas-elf,48518674,,,
nrc/zero,49793598,,,
nrkn/css-select-base-adapter,74186715,,,
nrwl/nx,100061716,,,
nss-dev/nss,41180493,,,
nteract/papermill,96454557,,,
nteract/scrapbook,154086399,,,
ntex-rs/ntex,237348733,,,
nu11ptr/flexgen,476064384,,,
nu11ptr/flexstr,459801758,,,
nucleic/kiwi,14909729,,,
nugine/const-str,294421661,,,
nugine/outref,516787174,,,
nugine/rlimit,179635804,,,
nugine/simd,425492197,,,
nuitka/nuitka,9626741,,,
nukesor/comfy-table,230310173,,,
nullus157/async-compression,184128064,,,
nullus157/bs58-rs,72141492,,,
nullus157/cbor-diag-rs,136087126,,,
numactl/numactl,22658715,,,
numba/llvmlite,22725061,,,
numba/numba,3659275,,,
numirias/pytest-json-report,117917216,,,
numpy/numpy,908607,numfocus,project_list,2026-06-29T23:07:54+00:00
nushell/nu-ansi-term,469914860,,,
nushell/nushell,186024298,,,
nushell/reedline,343068432,,,
nuxinl/cloudabi,54577285,,,
nuxt-contrib/opencollective,144468654,,,
nv/cssom,1025209,,,
nvawda/bz2file,3299505,,,
nvidia/cuda-python,381173759,,,
nvidia/cudalibrarysamples,185834676,,,
nvidia/cudnn-frontend,331998392,,,
nvidia/cutile-python,1001718807,,,
nvidia/cutlass,112542515,,,
nvidia/egl-wayland,76882500,,,
nvidia/libglvnd,12420382,,,
nvidia/nccl,46153892,,,
nvidia/tensorrt,184657328,,,
nvm-sh/nvm,612230,lf/openjs,project_list,2026-06-29T23:07:55+00:00
nvzqz/condtype,629672834,,,
nvzqz/divan,660472817,,,
nvzqz/embed-plist-rs,291219997,,,
nvzqz/impls,230841824,,,
nvzqz/static-assertions,100129252,,,
nwoltman/string-natural-compare,35197807,,,
nyurik/dup-indexer,623687247,,,
nyx-space/hifitime,104971672,,,
o365/python-o365,30961752,,,
oauthlib/oauthlib,2811323,,,
obi1kenobi/cargo-semver-checks,513328880,,,
obi1kenobi/trustfall,446669912,,,
obi1kenobi/trustfall-rustdoc,541858174,,,
obi1kenobi/trustfall-rustdoc-adapter,541828862,,,
obriencj/meanwhile,155557067,,,
ocl-dev/ocl-icd,46561831,,,
oclif/cli-ux,117707742,,,
oclif/command,117466139,,,
oclif/config,117324796,,,
oclif/core,277612874,,,
oclif/errors,120404887,,,
oclif/help,437944592,,,
oclif/node-linewrap,102526321,,,
oclif/parser,117468429,,,
oclif/plugin-help,119167549,,,
oclif/plugin-not-found,118228963,,,
oclif/screen,117470772,,,
oconnor663/blake2_simd,144193469,,,
oconnor663/blake3-py,243825104,,,
oconnor663/duct.rs,52169757,,,
oconnor663/os_pipe.rs,61606091,,,
oconnor663/shared_child.rs,80844409,,,
oconnor663/shared_thread.rs,976813524,,,
oconnor663/sigchld.rs,989827966,,,
octet-stream/form-data,106886253,,,
octet-stream/form-data-encoder,366168398,,,
octokit/auth-app.js,191432321,,,
octokit/auth-oauth-app.js,191261083,,,
octokit/auth-oauth-device.js,341717329,,,
octokit/auth-oauth-user.js,346467790,,,
octokit/auth-token.js,190482490,,,
octokit/core.js,201147574,,,
octokit/endpoint.js,153674606,,,
octokit/graphql.js,159005645,,,
octokit/oauth-authorization-url.js,179755320,,,
octokit/oauth-methods.js,348440507,,,
octokit/openapi-types.ts,304109193,,,
octokit/plugin-enterprise-server.js,161598576,,,
octokit/plugin-paginate-rest.js,214874637,,,
octokit/plugin-request-log.js,233154436,,,
octokit/plugin-rest-endpoint-methods.js,220879095,,,
octokit/plugin-retry.js,163317699,,,
octokit/plugin-throttling.js,160276146,,,
octokit/request-error.js,187081510,,,
octokit/request.js,154035974,,,
octokit/rest.js,359215305,,,
octokit/types.ts,216109757,,,
octplane/fsevent-rust,29013310,,,
odilia-app/atspi,569510751,,,
ofalk/libdnet,37396564,,,
ofek/coincurve,86128341,,,
ofek/hatch-vcs,449491149,,,
ofek/userpath,104287918,,,
ofiwg/libfabric,22996097,,,
ofw/curlify,65730888,,,
ogeon/palette,47269390,,,
ogham/rust-ansi-term,21386406,,,
ogham/rust-number-prefix,28030338,,,
ogham/rust-pad,29497111,,,
ogham/rust-users,27916210,,,
ogoffart/if_rust_version,205195938,,,
ogt/valid-url,11711453,,,
ohadravid/win32job-rs,237802492,,,
oittaa/uuid6-python,433193559,,,
ojarva/python-sshpubkeys,28182691,,,
okken/pytest-check,108791429,,,
okunishinishi/python-stringcase,39284642,psf,domain,2026-06-29T23:07:58+00:00
old-man-programmer/tree,472865820,,,
old-storyai/tracing-wasm,278714966,,,
oli-obk/cargo_metadata,79900360,,,
oli-obk/prettydiff,168056910,,,
oli-obk/ui_test,518750329,,,
oliver-giersch/conquer-once,196878658,,,
oliver-giersch/conquer-util,199669146,,,
oliver-giersch/tagptr,202725243,,,
olivernn/lunr.js,1944156,,,
oliviertassinari/babel-plugin-transform-react-remove-prop-types,48693660,,,
ollama/ollama-python,729453988,,,
olson-sean-k/mitsein,814866606,,,
olson-sean-k/pori,438042954,,,
olson-sean-k/tardar,511954951,,,
olson-sean-k/wax,398440351,,,
olxgroup-oss/libvips-rust-bindings,219284936,,,
omgovich/colord,316474381,,,
omgovich/react-colorful,281920861,,,
omichelsen/compare-versions,32447621,,,
omid/mutually_exclusive_features,716512937,,,
omnidan/node-emoji,22914463,,,
omnilib/aioitertools,138766676,,,
omnilib/aiomultiprocess,128676320,,,
omnilib/aiosqlite,92359539,,,
omnilib/stdlibs,351644610,,,
omnilib/trailrunner,354413444,,,
omnilib/ufmt,320470707,,,
omry/omegaconf,147219819,,,
one-ini/core,220725353,,,
oneapi-src/level-zero,245246663,,,
oneapi-src/onednn,58414589,,,
oneapi-src/unified-memory-framework,696933770,,,
onegreyonewhite/pytimeparse2,144681713,,,
onlxltd/bonjour-service,348818831,,,
onnx/onnx,102692863,lf,domain,2026-06-29T23:07:34+00:00
oooutlk/tuplex,311271445,,,
oozcitak/dom,200048661,,,
oozcitak/infra,212775748,,,
oozcitak/url,212773919,,,
oozcitak/util,220242749,,,
oozcitak/xmlbuilder-js,1042809,,,
oozcitak/xmlbuilder2,170750231,,,
opbeat/babel-plugin-add-react-displayname,69449411,,,
open-circle/valibot,663456281,,,
open-cli-tools/concurrently,30381877,,,
open-draft/deferred-promise,535873098,,,
open-draft/logger,621559751,,,
open-draft/outvariant,381859356,,,
open-draft/strict-event-emitter,322278894,,,
open-i18n/rust-unic,94862886,,,
open-mpi/hwloc,13098944,,,
open-mpi/ompi,24107001,,,
open-source-cooperative/keyring-rs,51272473,,,
open-source-cooperative/secret-service-rs,49923137,,,
open-source-parsers/jsoncpp,21530861,,,
open-telemetry/opentelemetry-js,185901023,lf/cncf,domain,2026-06-29T23:07:14+00:00
open-telemetry/opentelemetry-js-contrib,255986659,lf/cncf,domain,2026-06-29T23:07:14+00:00
open-telemetry/opentelemetry-python,185478926,lf/cncf,domain,2026-06-29T23:07:14+00:00
open-telemetry/opentelemetry-python-contrib,220524743,lf/cncf,domain,2026-06-29T23:07:14+00:00
open-telemetry/opentelemetry-rust,221058575,lf/cncf,domain,2026-06-29T23:07:14+00:00
open-telemetry/opentelemetry-rust-contrib,716632237,,,
open-telemetry/semantic-conventions,638591290,,,
openai/openai-node,438419937,,,
openai/openai-python,307213173,,,
openai/tiktoken,573203730,,,
openbytedev/build-target,391474789,,,
openbytedev/dlopen2,508487071,,,
opencollab/arpack-ng,19888237,,,
opencollective/opencollective-postinstall,82742525,,,
opencv/opencv,5108051,,,
opencv/opencv-python,55781523,,,
opendataservices/json-merge-patch,61222515,,,
openethereum/parity-ethereum,46714939,,,
openjdk/jdk25u,998606537,,,
openlineage/openlineage,306977038,lf,project_list,2026-06-29T23:07:34+00:00
openmathlib/openblas,1286805,,,
openpmix/openpmix,44704948,,,
openprinting/cups,292664437,lf,project_list,2026-06-29T23:07:34+00:00
openprinting/cups-filters,105824994,,,
openprinting/pycups,62226694,,,
openresty/echo-nginx-module,318905,,,
openresty/headers-more-nginx-module,374483,,,
openresty/lua-nginx-module,613829,,,
openresty/luajit2,14096125,,,
opensc/opensc,1999692,,,
opensc/pkcs11-helper,6738820,,,
opensearch-project/opensearch-protobufs,944671042,,,
opensearch-project/opensearch-py,388884666,lf,domain,2026-06-29T23:07:34+00:00
openslide/openslide,827644,,,
openssh-rust/openssh,254774075,,,
openssh-rust/openssh-mux-client,405090205,,,
openssh-rust/openssh-sftp-client,432143276,,,
openssh-rust/ssh_format,405093720,,,
openssh-rust/tokio-io-utility,432715189,,,
openssh/openssh-portable,15991457,,,
openssl/openssl,7634677,,,
openstack/cliff,16626954,,,
openstack/pbr,5006506,,,
openstack/swift,790019,,,
opensuse/ca-certificates,10785433,,,
opensuse/hwinfo,11576808,,,
opentracing/opentracing-javascript,49756910,lf/cncf,domain,2026-06-29T23:07:14+00:00
opentracing/opentracing-python,49166869,lf/cncf,domain,2026-06-29T23:07:14+00:00
openvinotoolkit/openvino,153097643,,,
opsgenie/opsgenie-python-sdk,54713476,,,
optimisticpeach/hexasphere,284858719,,,
optuna/optuna,122299416,,,
oracle/oci-python-sdk,72815274,,,
oracle/python-cx_oracle,84153024,,,
oracle/python-oracledb,486230224,,,
oremanj/greenback,257822379,,,
orion-rs/orion,120498667,,,
orium/archery,171759424,,,
orium/rpds,96410740,,,
orkon/base-x-rs,55094402,,,
orling/grapheme-splitter,38490836,,,
orlp/foldhash,841644408,,,
orlp/glidesort,597137891,,,
orlp/recursive,778975489,,,
orlp/slotmap,139462780,,,
ormsgpack/ormsgpack,373971276,,,
orogene/orogene,279483812,,,
orphanage-rs/rust-typemap,502595257,,,
orphanage-rs/rust-unsafe-any,502589699,,,
os/slacker,17671318,,,
oschwald/maxminddb-rust,19218139,,,
osgeo/gdal,6148317,numfocus,project_list,2026-06-29T23:07:54+00:00
osgeo/libgeotiff,162269010,,,
osgeo/proj,36057261,,,
osqp/osqp-python,127438519,,,
osqp/qdldl-python,183139219,,,
ostreedev/ostree,4614541,,,
ota-meshi/eslint-compat-utils,701789554,,,
ota-meshi/eslint-type-tracer,1001915967,,,
ota-meshi/jsonc-eslint-parser,287420137,,,
ota-meshi/postcss-html,416146336,,,
othiym23/async-listener,12529605,,,
othiym23/emitter-listener,14813893,,,
othiym23/node-continuation-local-storage,9760557,,,
othiym23/shimmer,10233093,,,
otter-sec/anchor,325891672,,,
outmoded/sntp,7724556,,,
owo-colors/owo-colors,290130711,,,
oxc-project/oxc,599431918,,,
oxc-project/oxc-resolver,728015366,,,
oxc-project/unicode-id,453388702,,,
oxc-project/unicode-id-start,494317533,,,
oxfordcontrol/clarabel.rs,482535460,,,
oxidecomputer/daft,922094615,,,
oxidecomputer/expectorate,285639161,,,
oxidecomputer/iddqd,958287116,,,
oxidecomputer/newtype-uuid,750624678,,,
oxidecomputer/oxnet,802139538,,,
oxidecomputer/rustfmt-wrapper,415152725,,,
oxidecomputer/serde_tokenstream,263850941,,,
oxidecomputer/typify,409876755,,,
oxidecomputer/usdt,340463006,,,
oxidize-rb/rb-sys,440364861,,,
oxipng/oxipng,49436331,,,
oyvindln/adler2,837997342,,,
oyvindln/gzip-header,87630177,,,
p-h-c/phc-winner-argon2,43629790,,,
p-jackson/entities,75468981,,,
p-sira/ellip,923040776,,,
p-sira/num-lazy,929342207,,,
p11-glue/p11-kit,12060420,,,
p1c2u/jsonschema-path,529222865,,,
p1c2u/pathable,357519304,,,
p7zip-project/p7zip,256698986,,,
pacak/bpaf,428894500,,,
package-url/packageurl-js,121604592,,,
package-url/packageurl-python,110709667,,,
pacman82/atoi-rs,95722298,,,
pacman82/odbc-api,287597921,,,
pacman82/odbc-sys,83926861,,,
pacocoursey/next-themes,302823066,,,
paddlepaddle/paddle,65711522,,,
padenot/audio_thread_priority,118641084,,,
pagerduty/pdpyras,136546659,,,
pahaz/sshtunnel,20744134,,,
paholg/typenum,43174289,,,
pair-code/lit,283215238,,,
pair-code/saliency,93900269,,,
pair-code/what-if-tool,147871487,,,
palantir/tslint,11672345,,,
palfrey/serial_test,163653257,,,
pallets-eco/blinker,11147893,,,
pallets-eco/cachelib,159501113,,,
pallets-eco/croniter,420394097,,,
pallets-eco/flask-admin,3758878,,,
pallets-eco/flask-caching,62584910,,,
pallets-eco/flask-openid,650118,,,
pallets-eco/flask-session,19144308,,,
pallets-eco/flask-sqlalchemy,697361,,,
pallets-eco/flask-wtf,3583552,,,
pallets-eco/wtforms,12745150,,,
pallets/click,19103692,,,
pallets/flask,596892,,,
pallets/itsdangerous,1945034,,,
pallets/jinja,994551,,,
pallets/markupsafe,734244,,,
pallets/werkzeug,997338,,,
pandaman64/serde-query,292248070,,,
pandas-dev/pandas,858127,numfocus,domain,2026-06-29T23:07:54+00:00
pandas-dev/pandas-stubs,484576373,,,
pantoniou/libfyaml,208780361,,,
panva/jose,156353247,,,
panva/node-openid-client,62037644,,,
panva/oauth4webapi,465246985,,,
panva/oidc-token-hash,68470774,,,
panva/openid-client,62037644,,,
paolobarbolini/img-parts,248817470,,,
parallax/jspdf,402046,,,
parallaxsecond/rust-cryptoki,344199423,,,
paralleldrive/cuid2,582424780,,,
paralleldrive/error-causes,544240893,,,
paramiko/paramiko,119609,,,
parcel-bundler/lightningcss,415408545,,,
parcel-bundler/watcher,175146656,,,
paritytech/ark-scale,627794771,,,
paritytech/ark-transcript,858234932,,,
paritytech/arkworks-extensions,575910880,,,
paritytech/bls,139057605,,,
paritytech/bn,85753021,,,
paritytech/exit-future,129763269,,,
paritytech/fdlimit,75624568,,,
paritytech/fflonk,430518199,,,
paritytech/finality-grandpa,138737291,,,
paritytech/frame-decode,863013188,,,
paritytech/frame-metadata,320252980,,,
paritytech/jam-codec,967649190,,,
paritytech/jsonrpc,74377848,,,
paritytech/jsonrpsee,205853762,,,
paritytech/libsecp256k1,113135482,,,
paritytech/mixnet,444541959,,,
paritytech/nohash-hasher,149150975,,,
paritytech/orchestra,540436520,,,
paritytech/pariry-common,,,,
paritytech/parity,46714939,,,
paritytech/parity-common,139124943,,,
paritytech/parity-db,251220692,,,
paritytech/parity-scale-codec,148650739,,,
paritytech/parity-tokio-ipc,84968259,,,
paritytech/parity-wasm,86597842,,,
paritytech/polkadot-sdk,674559306,,,
paritytech/polkavm,685115136,,,
paritytech/quicksink,222946693,,,
paritytech/reed-solomon-novelpoly,347969470,,,
paritytech/ring-proof,524932871,,,
paritytech/safe-mix,144126926,,,
paritytech/scale-bits,536568022,,,
paritytech/scale-decode,518503445,,,
paritytech/scale-encode,569389164,,,
paritytech/scale-info,248465758,,,
paritytech/scale-info-legacy,772122667,,,
paritytech/scale-type-resolver,748766910,,,
paritytech/scale-typegen,715729301,,,
paritytech/scale-value,493611725,,,
paritytech/schnorrkel,157298320,,,
paritytech/send_wrapper,188199013,,,
paritytech/smoldot-archive,599106753,,,
paritytech/soketto,185414508,,,
paritytech/ss58-registry,405090625,,,
paritytech/subxt,200629301,,,
paritytech/trie,150090078,,,
paritytech/unsigned-varint,140575187,,,
paritytech/wasm-instrument,446886333,,,
paritytech/wasmi,118469706,,,
parkmycar/compact_str,405427689,,,
parshap/node-sanitize-filename,12495685,,,
parshap/truncate-utf8-bytes,45677357,,,
parshap/utf8-byte-length,45671654,,,
pascalkuthe/imara-diff,552394913,,,
passren/pydynamodb,534061155,,,
