repo,repo_id,active_contributors,hhi_commits,bus_factor_commits,loc,concentration_class,complexity_class
brenocq/implot3d,889569488,15,7284,1,0,B,
brianmario/yajl-ruby,180613,7,4678,1,0,C,
brightxiaohan/cmaketutorial,229863907,1,10000,1,0,A,
brndnmtthws/conky,7331227,48,4231,1,0,C,
brofield/simpleini,13163920,10,7092,1,0,B,
browseros-ai/browseros,985839104,9,4800,1,0,C,
brucedevices/firmware,795166961,77,1489,3,0,D,
brucewind/aesjniencrypt,75403261,1,10000,1,0,A,
bruderstein/npppluginmanager,242070,1,10000,1,0,A,
brunodev85/winlator,671061529,8,8055,1,0,A,
brunolevy/geogram,462781648,17,9428,1,0,A,
brunolevy/learn-fpga,267350664,17,8908,1,0,A,
brutal-org/brutal,373449678,18,4691,1,0,C,
bsauce/kernel-exploit-factory,320581760,3,9344,1,0,A,
bshoshany/thread-pool,329944943,1,10000,1,0,A,
bsnes-emu/bsnes,248757535,61,6822,1,0,B,
bucanero/pkgi-ps3,225931251,12,6105,1,0,B,
buddhi1980/mandelbulber2,33041722,9,4913,1,0,C,
bugaevc/wl-clipboard,118928418,14,5743,1,0,B,
bulletphysics/bullet3,1605598,25,2659,2,0,C,
bulwarkid/virtual-fido,537229823,3,9685,1,0,A,
bupticybee/texassolver,237020873,10,6946,1,0,B,
burrito-elixir/burrito,421604034,29,2673,2,0,C,
buserror/simavr,4322749,26,860,4,0,D,
bush2021/chrome_plus,477556952,4,8004,1,0,A,
bvschaik/julius,100820555,24,4087,1,0,C,
bwapi/bwapi,16049776,2,5556,1,0,B,
byconity/byconity,581145740,77,2331,2,0,D,
bytecode77/r77-rootkit,114536731,1,10000,1,0,A,
bytecodealliance/wasm-micro-runtime,184654298,84,1194,3,0,D,
bytedance/android-inline-hook,457619746,2,9209,1,0,A,
bytedance/bhook,394877197,4,8350,1,0,A,
bytedance/btrace,439318197,8,2383,2,0,D,
bytedance/fastbot_android,318504110,5,5030,1,0,B,
bytedance/flux,765924683,14,1236,3,0,D,
bytedance/memory-leak-detector,357794012,6,1837,3,0,D,
bytedance/terarkdb,320459354,12,3487,1,0,C,
bztsrc/raspi3-tutorial,116288791,11,2769,1,0,C,
c-ares/c-ares,571708,66,7325,1,0,B,
c9s/pux,15615945,1,10000,1,0,A,
cabinpkg/cabin,119684778,19,8972,1,0,A,
cactus-compute/cactus,971447302,29,6101,1,0,B,
cadenji/foolrenderer,410835658,3,9684,1,0,A,
cage-kiosk/cage,158740320,21,2230,2,0,D,
calcprogrammer1/openrgb,188880213,90,2895,1,0,C,
callmepicacho/data-structres,185595956,1,10000,1,0,A,
camerakit/camerakit-android,74909348,2,6250,1,0,B,
cameron314/concurrentqueue,26255337,16,2839,1,0,C,
cameron314/readerwriterqueue,8067524,5,5225,1,0,B,
can1357/novmp,287975640,3,4400,1,0,C,
canonical/dqlite,92329433,19,5692,1,0,B,
canonical/multipass,114128199,48,1747,3,0,D,
canopennode/canopennode,39964628,22,4555,1,0,C,
caozhiyi/cppnet,136014386,6,9105,1,0,A,
capnproto/capnproto,9090933,61,2117,2,0,D,
capnramses/antons_opengl_tutorials_book,22466802,2,9813,1,0,A,
capstone-engine/capstone,14735429,36,1535,2,0,D,
captain1986/captainblackboard,168147175,1,10000,1,0,A,
carbon-language/carbon-lang,259463685,88,1886,2,0,D,
careercup/ctci-6th-edition-cpp,51567852,2,5556,1,0,B,
cariboulabs/cariboulite,376525310,21,6659,1,0,B,
carla-simulator/carla,108102826,57,806,5,0,D,
cartographer-project/cartographer,64732358,9,3300,1,0,C,
cartographer-project/cartographer_ros,64838142,9,1200,4,0,D,
casadi/casadi,6474647,35,4169,2,0,C,
cashapp/zipline,41445081,32,3049,2,0,C,
casparcg/server,9024450,23,4952,1,0,C,
cataclysmbn/cataclysm-bn,23649904,44,1405,3,0,D,
catboost/catboost,97556265,77,3119,1,0,C,
catchorg/catch2,1062572,41,7359,1,0,B,
category-labs/monad,578246631,34,1122,4,0,D,
cathery/sys-con,218828789,1,10000,1,0,A,
cathugger/mkp224o,104667971,7,7178,1,0,B,
cboxdoerfer/fsearch,49822610,54,7136,1,0,B,
cc65/cc65,8932489,63,1699,3,0,D,
ccache/ccache,461102,62,7073,1,0,B,
ccnyroboticslab/imu_tools,4708783,12,6276,1,0,B,
cdcseacave/openmvs,35825593,29,6924,1,0,B,
cdown/clipmenu,16539923,5,4972,1,0,C,
ce-programming/cemu,46102222,17,3334,2,0,C,
cebix/macemu,4704494,5,4133,1,0,C,
cecio/usbvalve,604046760,3,9264,1,0,A,
cedarctic/digispark-scripts,89399112,2,5000,1,0,B,
cedricguillemet/imguizmo,65806293,43,524,7,0,D,
celestiaproject/celestia,72038007,30,3424,2,0,C,
celluloid-player/celluloid,22514072,29,7655,1,0,B,
celtoys/remotery,17664381,16,3458,2,0,C,
cemu-project/cemu,527719753,100,1762,2,0,D,
center-for-threat-informed-defense/adversary_emulation_library,259753257,19,2304,2,0,D,
ceph/ceph,2310495,82,338,11,0,D,
ceres-solver/ceres-solver,15667250,36,3028,2,0,C,
cesanta/elk,213346952,4,9244,1,0,A,
cesanta/mjs,77057142,3,6358,1,0,B,
cesanta/mongoose,5414488,39,4546,1,0,C,
cesanta/mongoose-os,21318268,11,6490,1,0,B,
cesiumgs/cesium-unreal,245278481,46,2586,2,0,C,
cfenollosa/os-tutorial,24586308,1,10000,1,0,A,
cgal/cgal,24677392,46,1204,3,0,D,
cgdb/cgdb,4229977,7,6465,1,0,B,
cggos/imu_x_fusion,282471470,2,9815,1,0,A,
cgsecurity/testdisk,37376198,9,9810,1,0,A,
chaiscript/chaiscript,1226823,12,4751,1,0,C,
chaoses-ib/ibeverythingext,407848104,4,9433,1,0,A,
charles-lunarg/vk-bootstrap,237139329,38,4968,1,0,C,
chatterino/chatterino2,77624593,79,2128,2,0,D,
cheatsheet1999/cloudcollection,377365832,4,9824,1,0,A,
checkedc/checkedc,52379184,11,1823,3,0,D,
checkpoint-restore/criu,15999638,55,912,4,0,D,
checkra1n/pongoos,238539562,8,6047,1,0,B,
chefkissinc/nootedred,415927371,1,10000,1,0,A,
chenglongchen/kaggle-crowdflower,38952715,2,5000,1,0,B,
chengxumiaodaren/cpp-learning,354018491,2,8472,1,0,A,
chenlittleping/learningvideo,209732980,1,10000,1,0,A,
chenshuo/muduo,648343,5,5986,1,0,B,
chenshuo/recipes,599231,1,10000,1,0,A,
cherry-embedded/cherryusb,384673180,49,7960,1,0,B,
chineseocr/darknet-ocr,211547440,1,10000,1,0,A,
chipsalliance/verible,220114000,50,3469,1,0,C,
chlumsky/msdf-atlas-gen,245615677,1,10000,1,0,A,
chlumsky/msdfgen,56971819,7,8341,1,0,A,
chobits/ngx_http_proxy_connect_module,53579202,3,8496,1,0,A,
chocolate-doom/chocolate-doom,230912,41,2329,2,0,D,
chongdashu/unreal-mcp,956687107,2,9356,1,0,A,
chris2511/xca,649898,34,7553,1,0,B,
chrisant996/clink,294977469,12,9939,1,0,A,
chriskohlhoff/asio,1368195,62,8222,1,0,A,
christophejacquet/pifmrds,18275203,2,7222,1,0,B,
christophhart/hise,65835596,10,8087,1,0,A,
chromium/chromium,120360765,99,167,24,0,D,
chromiumembedded/cef,87006077,52,7535,1,0,B,
chronoxor/cppserver,76032739,1,10000,1,0,A,
chrxh/alien,305438235,7,8365,1,0,A,
chunelfeng/cgraph,361735570,32,8673,1,0,A,
chvmp/champ,186157988,8,2736,2,0,C,
cifertech/esp32-div,698976765,1,10000,1,0,A,
cifertech/nrfbox,556894297,3,9497,1,0,A,
cifertech/rf-clown,522268725,1,10000,1,0,A,
cilium/pwru,416278604,48,1803,2,0,D,
cilium/tetragon,473137633,93,1364,3,0,D,
cilynx/rtl88x2bu,210182175,8,8619,1,0,A,
cinder/cinder,622127,22,5972,1,0,B,
cinience/redisstudio,15559377,1,10000,1,0,A,
cinit/wsapatch,572568692,2,8528,1,0,A,
circuit-digest/esp-drone,689881351,3,9209,1,0,A,
cisco-system-traffic-generator/trex-core,37988427,41,1950,2,0,D,
cisco-talos/clamav,5128084,58,5657,1,0,B,
cisco/libsrtp,9087423,37,3673,1,0,C,
cisco/openh264,13909573,37,678,5,0,D,
citizenfx/fivem,79160357,71,3128,1,0,C,
citronneur/pamspy,509569204,2,5102,1,0,B,
citusdata/citus,50874442,68,708,6,0,D,
citusdata/cstore_fdw,18400513,2,5556,1,0,B,
citusdata/pg_cron,67372977,41,1033,4,0,D,
citusdata/postgresql-hll,8014055,11,1419,3,0,D,
city-super/scaffold-gs,723598714,7,3964,1,0,C,
civetweb/civetweb,13352949,31,4051,1,0,C,
cjdelisle/cjdns,1376101,13,4815,1,0,C,
cjlin1/liblinear,19926634,17,1228,3,0,D,
ckb-next/ckb-next,118226152,43,5661,1,0,B,
ckcr4lyf/evilapplejuice-esp32,690585078,7,3813,1,0,C,
clab/dynet,30509483,6,3000,1,0,C,
clangen/musikcube,32483164,21,8428,1,0,A,
classicoldsong/apollo,835271295,98,1979,2,0,D,
classicube/classicube,28119786,45,8078,1,0,A,
cleanflight/cleanflight,9066347,1,10000,1,0,A,
clechasseur/pathcopycopy,96837395,1,10000,1,0,A,
clemenselflein/openmower,452327893,12,3520,1,0,C,
clementine-player/clementine,14979312,15,3507,1,0,C,
cleverraven/cataclysm-dda,5973855,62,511,9,0,D,
clibs/clib,6425435,20,1835,2,0,D,
clice-io/clice,833448069,20,6125,1,0,B,
clickhouse/clickhouse,60246359,90,390,13,0,D,
climbsnail/holocubic_aio,372273305,7,8416,1,0,A,
cliutils/cli11,80064252,56,3149,2,0,C,
cloudcompare/cloudcompare,6568697,44,5737,1,0,B,
cloudef/bemenu,17872874,47,1430,4,0,D,
cloudflare/cloudflare-blog,48141512,9,1607,3,0,D,
cloudflare/workerd,537085161,93,802,5,0,D,
cloudius-systems/osv,7258685,18,7187,1,0,B,
cloudwu/skynet,5254557,56,2415,2,0,D,
cloverhackycolor/cloverbootloader,205810121,13,3564,1,0,C,
clusterlabs/pacemaker,2304962,27,5009,1,0,B,
cmacrae/spacebar,251004953,3,8963,1,0,A,
cmangos/mangos-classic,5561585,36,3977,1,0,C,
cmdbug/yolov5_ncnn,277967918,1,10000,1,0,A,
cms-sw/cmssw,10969551,71,1994,2,0,D,
cmu-db/15445-bootcamp,682722435,12,4332,1,0,C,
cmu-db/bustub,207663235,70,1628,3,0,D,
cmu-perceptual-computing-lab/openpose,89247811,24,2144,2,0,D,
cmu-sei/pharos,37336218,8,3527,2,0,C,
cmuratori/meow_hash,153830981,2,6800,1,0,B,
cmuratori/refterm,377698768,4,6956,1,0,B,
cmus/cmus,7365136,31,1733,2,0,D,
cmusphinx/pocketsphinx,18513454,12,8742,1,0,A,
cn-annotation-team/redis7.0-chinese-annotated,484046432,82,1716,2,0,D,
cnjinhao/nana,2930881,1,10000,1,0,A,
cnlohr/ch32fun,603354617,96,1834,3,0,D,
cnlohr/channel3,50746813,2,7222,1,0,B,
cnlohr/mini-rv32ima,558589102,18,7973,1,0,B,
cnlohr/rawdrawandroid,212012440,13,3753,1,0,C,
cnr-isti-vclab/meshlab,73027304,39,5941,1,0,B,
cnr-isti-vclab/vcglib,61115594,17,2332,2,0,D,
cnugteren/clblast,36550739,15,4824,1,0,C,
cobaltfusion/debugviewpp,14376430,6,4556,1,0,C,
cockatrice/cockatrice,2907031,35,1861,2,0,D,
cococry/leif,643250890,9,8401,1,0,A,
cococry/ragnar,627479972,8,8956,1,0,A,
cocos/cocos-engine,47440536,82,340,11,0,D,
cocos/cocos4,1118977651,11,1806,3,0,D,
cocos2d/cocos2d-x,1093228,2,5556,1,0,B,
codeplea/tinyexpr,50113629,5,2562,2,0,C,
codetest-studygroup/code-test-study,253215176,22,1329,3,0,D,
codewithharry/the-ultimate-c-programming-course,826306333,2,5556,1,0,B,
codinggay/blackdex,369408234,4,7004,1,0,B,
codr7/hacktical-c,950258198,5,9638,1,0,A,
codykociemba/nolongerevil-thermostat,1087981524,7,2803,2,0,C,
coin-or/ipopt,167958206,19,9198,1,0,A,
cokemine/serverstatus-hotaru,169034587,6,6543,1,0,B,
colinianking/stress-ng,36930672,75,9738,1,0,A,
collaboraonline/online,300155217,90,588,6,0,D,
colleagueriley/rgfw,605157846,40,8036,1,0,A,
collectd/collectd,3208640,16,2882,1,0,C,
collin80/savvycan,34701066,44,2777,1,0,C,
colmap/colmap,23007417,79,3815,1,0,C,
colobot/colobot,3662703,33,3461,1,0,C,
commaai/panda,87490037,58,2191,2,0,D,
commonmark/cmark,29804085,22,2583,2,0,C,
comodosecurity/openedr,308137876,5,4741,1,0,C,
concurrencykit/ck,18887187,26,715,5,0,D,
conemu/conemu,2857373,14,8283,1,0,A,
confettifx/the-forge,105600991,7,3692,1,0,C,
conformal/spectrwm,10093477,12,6440,1,0,B,
conorpp/u2f-zero,48834063,1,10000,1,0,A,
const-me/whisper,586310592,1,10000,1,0,A,
containers/bubblewrap,51868010,26,4992,1,0,C,
containers/crun,103446460,78,4806,1,0,C,
contiki-ng/contiki-ng,91191972,22,1833,2,0,D,
contour-terminal/contour,202277409,52,6490,1,0,B,
coolight7/musicxx,644402456,1,10000,1,0,A,
coolsnowwolf/lede,102578345,87,1670,3,0,D,
coop-deluxe/sm64coopdx,711719783,74,2419,2,0,D,
copernicamarketingsoftware/php-cpp,12339519,7,4913,1,0,C,
copperspice/copperspice,33758339,10,6843,1,0,B,
coqui-ai/stt,344354127,32,3660,1,0,C,
coreboot/coreboot,17794940,82,507,7,0,D,
coreutils/coreutils,11233590,28,3554,2,0,C,
coronalabs/corona,163527358,20,2893,2,0,C,
corosync/corosync,1790677,12,5049,1,0,B,
corsix/amx,530536922,4,8504,1,0,A,
corvusoft/restbed,37728539,10,4806,1,0,C,
cosmos72/twin,26368723,1,10000,1,0,A,
cossacklabs/themis,35159920,11,3739,1,0,C,
coturn/coturn,39242894,68,1384,3,0,D,
covesa/vsomeip,68405620,52,701,5,0,D,
cowtoolz/webcamize,675698907,1,10000,1,0,A,
cp-algorithms/cp-algorithms,22197389,56,1258,3,0,D,
cpeditor/cpeditor,221268096,23,5452,1,0,B,
cppla/serverstatus,138679609,6,7945,1,0,B,
cpputest/cpputest,5269602,31,4539,1,0,C,
cpq/bare-metal-programming-guide,537042935,12,8291,1,0,A,
cr-marcstevens/sha1collisiondetection,79266540,1,10000,1,0,A,
cra-ros-pkg/robot_localization,18298873,33,1694,3,0,D,
cracked5pider/stardust,461355119,4,6533,1,0,B,
crankyoldgit/irremoteesp8266,37022659,54,4491,1,0,C,
cratercrash/godot-orchestrator,666565789,11,9382,1,0,A,
crawl/crawl,23038334,47,1188,3,0,D,
crementif/botw-bettervr,350501380,4,7848,1,0,B,
crosire/blink,56910316,2,5408,1,0,B,
crosire/d3d8to9,33044529,6,2861,2,0,C,
crosire/reshade,61246596,45,9056,1,0,A,
crosspoint-reader/crosspoint-reader,1109112755,19,5011,1,0,B,
crowcpp/crow,144329209,78,1614,3,0,D,
crownengine/crown,5321315,7,9881,1,0,A,
crypto-toolbox/hft-orderbook,98400312,2,5556,1,0,B,
crypto2011/idr,51834766,2,9643,1,0,A,
cs50/libcs50,5053738,2,5868,1,0,B,
csete/gpredict,22696323,12,3345,1,0,C,
csmith-project/creduce,3572572,7,4796,1,0,C,
csmith-project/csmith,1698955,6,2000,2,0,D,
csound/csound,18047592,39,1232,3,0,D,
cstack/db_tutorial,102029150,3,4400,1,0,C,
csujedihy/proximac,35537367,1,10000,1,0,A,
ctcaer/hekate,131710328,4,9941,1,0,A,
ctubio/krypto-trading-bot,94253765,6,9715,1,0,A,
cuberite/cuberite,11693709,23,1866,2,0,D,
cubitect/cubiomes-viewer,326702705,7,8707,1,0,A,
curl/curl,569041,66,3028,2,0,C,
cvcuda/cv-cuda,527819251,5,5030,1,0,B,
cvg/pixel-perfect-sfm,397306592,9,3110,2,0,C,
cvxopt/cvxopt,8366991,6,4349,1,0,C,
cvxpy/cvxpy,11110385,64,1250,3,0,D,
cxasm/notepad--,503592660,3,9491,1,0,A,
cxbx-reloaded/cxbx-reloaded,55772388,18,2151,2,0,D,
cxong/cdogs-sdl,7571859,15,9474,1,0,A,
cyan4973/finitestateentropy,15204489,2,5556,1,0,B,
cyan4973/xxhash,19330466,57,3038,1,0,C,
cyang-kth/fmm,108551291,3,5400,1,0,B,
cyberagentgameentertainment/unityperformancetuningbible,520364086,11,2475,2,0,D,
cyberbotics/webots,156228018,70,2097,2,0,D,
cyberman54/esp32-paxcounter,125756247,16,7787,1,0,B,
cycfi/elements,54825678,25,8217,1,0,A,
cycfi/q,109459331,11,8977,1,0,A,
cyd01/kitty,154540955,8,6007,1,0,B,
cyoung/stratux,40164982,2,6800,1,0,B,
cyring/corefreq,37792242,8,9868,1,0,A,
cytopiateam/cytopia,130312164,30,1938,2,0,D,
cztomczak/cefpython,41542522,9,5204,1,0,B,
czyt1988/saribbon,108355079,16,8621,1,0,A,
d0k3/godmode9,50198094,26,1910,2,0,D,
d35ha/callobfuscator,194554974,1,10000,1,0,A,
d99kris/nchat,171477951,16,9384,1,0,A,
d99kris/rapidcsv,91819678,11,6286,1,0,B,
da-luce/astroterm,654385890,9,8856,1,0,A,
dadschoorse/vkbasalt,216372329,5,6116,1,0,B,
daijro/camoufox,834082440,17,4995,1,0,C,
dail8859/notepadnext,224468265,53,7286,1,0,B,
daipeihust/im-select,135247346,8,7084,1,0,B,
dalathegreat/battery-emulator,603860295,58,4031,1,0,C,
damrsn/neuralnote,609103288,5,6896,1,0,B,
danbev/learning-v8,57430512,7,4231,1,0,C,
danbloomberg/leptonica,49589410,23,3212,1,0,C,
danginsburg/opengles3-book,14725898,1,10000,1,0,A,
danielchappuis/reactphysics3d,10272113,14,8657,1,0,A,
daniele77/cli,64490184,12,9094,1,0,A,
danielkrupinski/osiris,150774287,14,9882,1,0,A,
danielswolf/rhubarb-lip-sync,44558180,1,10000,1,0,A,
dankamongmen/notcurses,222187361,42,8431,1,0,A,
danmar/cppcheck,143131,42,1946,2,0,D,
dannagle/packetsender,30732199,7,4997,1,0,C,
darglein/adop,416625384,2,5556,1,0,B,
darkflippers/unleashed-firmware,470579591,95,1552,2,0,D,
darkmattercore/nxdumptool,138127034,10,9379,1,0,A,
darktable-org/darktable,3791835,56,1525,3,0,D,
darthton/blackbone,15438255,7,1736,3,0,D,
dartsim/dart,2418592,17,8447,1,0,A,
data61/mp-spdz,152511277,43,5487,1,0,B,
datenwolf/linmath.h,3114318,1,10000,1,0,A,
dav/word2vec,12183229,1,10000,1,0,A,
dav1dde/glad,11737385,18,6237,1,0,B,
davaddi/bpf_study,285830742,3,8809,1,0,A,
davatorium/rofi,7715820,63,5861,1,0,B,
davegamble/cjson,54280778,21,1545,3,0,D,
davideberly/geometrictools,295819684,12,9035,1,0,A,
davidmoreno/onion,961335,10,1342,3,0,D,
davidrmiller/biosim4,407814259,16,2768,2,0,C,
davidxanatos/taskexplorer,189630195,7,5967,1,0,B,
davisking/dlib,16331291,42,2620,2,0,C,
davisking/dlib-models,42901373,5,3580,1,0,C,
dayanch96/ytmusicultimate,486131887,22,2864,2,0,C,
daybreak-u/chineseocr_lite,243487250,8,3309,2,0,C,
dblalock/bolt,80674179,4,5859,1,0,B,
dbraun/dawdreamer,284760653,6,8799,1,0,A,
dcajasn/riskfolio-lib,244460835,5,9484,1,0,A,
dchapyshev/aspia,72021528,12,8630,1,0,A,
dcurrent/openbor,86879076,14,3285,1,0,C,
dddrrreee/cs140e-20win,232006917,1,10000,1,0,A,
ddosolitary/lxrunoffline,78322616,2,8277,1,0,A,
deadbeef-player/deadbeef,15237541,26,8604,1,0,A,
deadpixi/mtm,82360979,4,5408,1,0,B,
dealii/dealii,21943980,56,1165,4,0,D,
decaf-emu/decaf-emu,35845931,8,6373,1,0,B,
dechamps/flexasio,16891206,2,9759,1,0,A,
deepgraphlearning/graphvite,197223479,1,10000,1,0,A,
deeprec-ai/deeprec,441354843,63,993,4,0,D,
deepseek-ai/3fs,940018401,40,1407,4,0,D,
deepseek-ai/flashmla,936473202,14,1570,2,0,D,
deepskystacker/dss,122769906,9,6486,1,0,B,
defold/defold,4315538,75,1506,3,0,D,
dekunukem/bob_cassette_rewinder,354168451,5,8558,1,0,A,
dekunukem/daytripper,144575169,1,10000,1,0,A,
dekunukem/duckypad,99806120,13,9144,1,0,A,
dekunukem/nintendo_switch_reverse_engineering,84457022,3,3750,1,0,C,
dendibakh/perf-ninja,387675964,17,7537,1,0,B,
dennisliu1993/fastest_image_pattern_matching,489012928,8,4421,1,0,C,
denvi/candle,39151714,2,9935,1,0,A,
derceg/explorerplusplus,12330772,4,9952,1,0,A,
derf/feh,504149,21,5645,1,0,B,
descentdevelopers/descent3,787183705,37,1229,3,0,D,
deskflow/deskflow,25135037,46,5222,1,0,B,
desowin/usbpcap,8383178,1,10000,1,0,A,
destan19/openappfilter,161623026,6,7466,1,0,B,
detanup01/gbe_fork,830127839,24,4892,1,0,C,
dethrace-labs/dethrace,218399932,16,5485,1,0,B,
devbis/z03mmc,457124582,5,9099,1,0,A,
devilsen/czxing,193538685,1,10000,1,0,A,
deweller/switchaudio-osx,21323300,8,1806,2,0,D,
dexter-xd/project-box,980220943,2,9201,1,0,A,
dfeneyrou/palanteer,378388977,7,8943,1,0,A,
dfhack/dfhack,517990,49,3828,1,0,C,
dfranx/shadered,149930721,8,8662,1,0,A,
dgiese/dustcloud,115213082,2,5000,1,0,B,
dhavalkapil/heap-exploitation,87475691,2,5000,1,0,B,
dhewm/dhewm3,3179095,22,7518,1,0,B,
diasurgical/devilution,127684759,13,3422,1,0,C,
diasurgical/devilutionx,143324737,76,1352,3,0,D,
dibyendumajumdar/ravi,28688657,3,9024,1,0,A,
dicedb/dicedb,531220682,100,2361,2,0,D,
diekmann/wasm-fizzbuzz,326143969,2,5556,1,0,B,
diffblue/cbmc,51877056,43,2497,2,0,D,
digego/extempore,1286914,7,3744,2,0,C,
digimend/digimend-kernel-drivers,13173974,12,4423,1,0,C,
digint/tinyfsm,19823426,2,7812,1,0,B,
dillo-browser/dillo,199339562,16,8519,1,0,A,
dillongoostudios/goo-engine,365478128,54,1112,4,0,D,
dimitri/pgcopydb,440229033,31,4670,1,0,C,
diracdeltas/fastestwebsiteever,91209976,3,3333,2,0,C,
discord/lilliput,86122120,17,2519,2,0,C,
discordmessenger/dm,789829482,4,9436,1,0,A,
distcc/distcc,36962229,26,1781,2,0,D,
distrho/cardinal,414548115,22,8394,1,0,A,
distroav/distroav,71643008,29,3394,2,0,C,
djcb/mu,3117310,44,8141,1,0,A,
djkaty/il2cppinspector,85296503,2,9833,1,0,A,
dltcollab/sse2neon,135112964,44,2845,2,0,C,
dlundquist/sniproxy,1183708,1,10000,1,0,A,
dmitryulyanov/multicore-tsne,71323151,4,3438,1,0,C,
dmlc/decord,166483718,7,5137,1,0,B,
dmlc/dlpack,83063526,24,1400,3,0,D,
dmlc/ps-lite,34627589,1,10000,1,0,A,
dmlc/xgboost,16587283,34,4128,1,0,C,
dobiasd/frugally-deep,63446519,14,8720,1,0,A,
dobiasd/functionalplus,46746797,12,3250,1,0,C,
docopt/docopt.cpp,14197245,1,10000,1,0,A,
doctest/doctest,22660515,52,2675,2,0,C,
doctorwkt/acwj,215973962,4,9179,1,0,A,
documentdb/documentdb,920805662,60,1340,4,0,D,
dog-qiuqiu/mobilenet-yolo,272883815,1,10000,1,0,A,
dog-qiuqiu/yolo-fastest,289169806,1,10000,1,0,A,
dogecoin/dogecoin,14981376,36,3819,1,0,C,
doitsujin/dxvk,106558568,75,4241,1,0,C,
dokan-dev/dokany,27818365,12,9227,1,0,A,
dolphin-emu/dolphin,11577304,46,777,5,0,D,
domoticz/domoticz,40759227,43,3802,1,0,C,
doonny/pipecnn,73077215,1,10000,1,0,A,
dor1s/libfuzzer-workshop,72939367,2,7396,1,0,B,
dorianborian/sesame-robot,1101481970,2,6953,1,0,B,
dosbox-staging/dosbox-staging,208509888,83,2273,2,0,D,
dosx-dev/obfus.h,785844850,4,9221,1,0,A,
dotnet/diagnostics,126257942,84,668,8,0,D,
dougbinks/enkits,31075078,13,6280,1,0,B,
dovecot/core,47690515,41,2873,2,0,C,
doxygen/doxygen,10160141,58,5184,1,0,B,
doyubkim/fluid-engine-dev,58299041,4,2500,2,0,C,
dpdk/dpdk,96348842,88,263,15,0,D,
dpilger26/numcpp,120571700,1,10000,1,0,A,
dpjudas/surrealengine,317931014,12,4321,1,0,C,
dr-noob/cpufetch,126449599,4,9854,1,0,A,
dragonflydb/dragonfly,437245741,96,1703,3,0,D,
dragonminded/libdragon,949389,30,5774,1,0,B,
drawpile/drawpile,1045447,60,6271,1,0,B,
drh/lcc,957049,2,6250,1,0,B,
drhelius/gearboy,5116054,12,9033,1,0,A,
drk1wi/portspoof,5206716,3,8061,1,0,A,
droe/sslsplit,3942762,7,3253,2,0,C,
drogonframework/drogon,131236938,84,1731,2,0,D,
ds-homebrew/nds-bootstrap,67950895,20,8862,1,0,A,
ds-homebrew/twilightmenu,90439661,33,6754,1,0,B,
dscharrer/innoextract,3588683,4,9269,1,0,A,
dsp56300/gearmulator,385748634,13,8081,1,0,A,
dtolm/vkfft,284421891,11,7888,1,0,B,
dualcoder/vgpu_unlock,333917255,6,4253,1,0,C,
ducalex/retro-go,237509666,18,9121,1,0,A,
duckdb/duckdb,138754790,97,1655,3,0,D,
duckdb/duckdb-wasm,368257515,46,4662,1,0,C,
duckdb/ducklake,942124186,29,3544,2,0,C,
duckdb/pg_duckdb,775009948,46,2282,2,0,D,
duet3d/reprapfirmware,15792831,12,7887,1,0,B,
duilib/duilib,15463953,4,2500,2,0,C,
duixcom/duix-avatar,907627874,5,7239,1,0,B,
duixcom/duix-mobile,801459371,8,3788,1,0,C,
duncanthrax/scream,38454658,16,1800,3,0,D,
dune3d/dune3d,708492632,16,9044,1,0,A,
dunst-project/dunst,2341146,64,1838,2,0,D,
dusty-nv/jetson-inference,64561753,18,9479,1,0,A,
dvorka/hstr,14877272,17,5327,1,0,B,
dvorka/mindforger,115310754,4,9771,1,0,A,
dwhinham/mt32-pi,79130283,2,9928,1,0,A,
dyang886/game-cheats-manager,737509032,4,7873,1,0,B,
dynamorio/drmemory,27244181,12,6454,1,0,B,
dynamorio/dynamorio,27242935,58,2110,2,0,D,
dynup/kpatch,16743039,43,1576,2,0,D,
e2002/yoradio,455557517,2,9825,1,0,A,
ea31337/ea31337,38533436,3,9882,1,0,A,
earlephilhower/arduino-pico,342120988,97,6241,1,0,B,
earlephilhower/esp8266audio,100118525,35,4556,1,0,C,
easychen/pushdeer,438857216,8,6740,1,0,B,
easyhook/easyhook,40424622,1,10000,1,0,A,
easymodo/qimgv,23063680,20,7504,1,0,B,
