repo,repo_id,valid_repo,user,user_id,user_type,license,is_oss,is_eol,host,repo_url,repo_owner,repo_owner_url,repo_owner_type,tm_owner,tm_owner_type,eligibility
kemitchell/spdx-exceptions.json,40062896,True,jslicense,12302174,Organization,,False,False,,https://npmjs.com/packages/spdx-exceptions,jslicense,,,,,False
kemitchell/validate-npm-package-license.js,35000460,True,kemitchell,205760,User,Apache-2.0,True,False,,https://npmjs.com/packages/validate-npm-package-license,Kyle E. Mitchell,https://kemitchell.com,,,,True
kevinbeaty/any-promise,26247715,True,kevinbeaty,522231,User,MIT,True,False,,,Kevin Beaty,https://simplectic.com,,,,True
kevva/dir-glob,49264969,True,kevva,709159,User,MIT,True,False,,,Kevin Mårtensson,,,,,True
kevva/shebang-command,47402913,True,kevva,709159,User,MIT,True,False,,,Kevin Mårtensson,,,,,True
kilian/electron-to-chromium,78972540,True,Kilian,41970,User,ISC,True,False,,https://www.npmjs.com/package/electron-to-chromium,Kilian Valkhof,http://kilianvalkhof.com,,,,True
kjd/idna,10323585,True,kjd,34589,User,BSD-3-Clause,True,False,,,Kim Davies,http://kimdavies.com/,,,,True
kludex/starlette,138597372,True,Kludex,7353520,User,BSD-3-Clause,True,False,,https://starlette.dev,Marcelo Trylesinski,https://www.fastapiexpert.com/,,,,True
knurling-rs/defmt,282262730,True,knurling-rs,23323981,Organization,Apache-2.0,True,False,,https://defmt.ferrous-systems.com/,Knurling,knurling.ferrous-systems.com,,,,True
kpdecker/jsdiff,1542219,True,kpdecker,196390,User,BSD-3-Clause,True,False,,,Kevin Decker,http://www.incaseofstairs.com/,,,,True
kriskowal/asap,11295071,True,kriskowal,60294,User,MIT,True,False,,,Kris Kowal,https://kriskowal.com,,,,True
kriszyp/json-schema,947175,True,kriszyp,34054,User,NOASSERTION,False,False,lf,http://json-schema.org/,Kris Zyp,https://kriszyp.name/,,,,False
laurent-laporte-pro/deprecated,111412148,True,laurent-laporte-pro,43534797,User,MIT,True,False,,,Laurent LAPORTE,https://laurent-laporte-pro.github.io,,,,True
lddubeau/xmlchars,139881982,True,lddubeau,1963493,User,MIT,True,False,,,Louis-Dominique Dubeau,,,,,True
legrandin/pycryptodome,19378935,True,Legrandin,554612,User,NOASSERTION,False,False,,https://www.pycryptodome.org,Helder Eijs,,,,,False
libevent/libevent,1856976,True,libevent,833750,Organization,NOASSERTION,False,False,,https://libevent.org,,https://libevent.org,,,,False
libexpat/libexpat,80314213,True,libexpat,20887397,Organization,MIT,True,False,,https://libexpat.github.io/,Expat development team,https://libexpat.github.io/,,,,True
libffi/libffi,321154,True,libffi,7063475,Organization,NOASSERTION,False,False,,http://sourceware.org/libffi,,,,,,False
libjpeg-turbo/libjpeg-turbo,39760454,True,libjpeg-turbo,13406820,Organization,NOASSERTION,False,False,,https://libjpeg-turbo.org,libjpeg-turbo,https://libjpeg-turbo.org,,,,False
libjxl/libjxl,340219494,True,libjxl,77789960,Organization,BSD-3-Clause,True,False,,,libjxl,,,,,True
libuv/libuv,14812739,True,libuv,4030929,Organization,MIT,True,False,,https://libuv.org/,,,,,,True
linusu/buffer-from,66025821,True,LinusU,189580,User,MIT,True,False,,,Linus Unnebäck,https://linusu.se,,,,True
linux-pam/linux-pam,76264690,True,linux-pam,24431428,Organization,NOASSERTION,False,False,,,,,,,,False
litejs/natural-compare-lite,9146732,True,litejs,3809611,Organization,MIT,True,False,,,LiteJS,https://litejs.com/,,,,True
ljharb/call-bind,308533760,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/call-bind-apply-helpers,898190951,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/call-bound,898125972,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/concat-map,548993448,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/define-data-property,689109338,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/define-properties,28768789,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/es-abstract,28995155,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/es-define-property,756570458,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/es-errors,752160492,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/es-object-atoms,773229339,True,es-shims,6288429,Organization,MIT,True,False,,,ECMAScript Shims,https://tc39.es/ecma262/,,,,True
ljharb/es-shim-unscopables,480458584,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/es-to-primitive,32377814,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/get-intrinsic,308516559,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/get-proto,911035271,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/gopd,560708130,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/has-bigints,201714166,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
ljharb/internal-slot,216159146,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/object-keys,9103992,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/object.assign,17755831,True,ljharb,45469,User,MIT,True,False,,https://tc39.es/ecma262/#sec-object.assign,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/possible-typed-array-names,760136716,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/qs,22266795,True,ljharb,45469,User,BSD-3-Clause,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/safe-regex-test,540138887,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/set-function-length,704249795,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/side-channel,225239081,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/side-channel-list,901451610,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/side-channel-map,901191461,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
ljharb/side-channel-weakmap,901188921,True,ljharb,45469,User,MIT,True,False,,,Jordan Harband,https://linkedin.com/in/ljharb,,,,True
lodash/lodash,3955647,True,lodash,2565403,Organization,NOASSERTION,False,False,openjs,https://lodash.com/,Lodash Utilities,https://lodash.com/,,,,False
loganfsmyth/gensync,132383032,True,loganfsmyth,132260,User,MIT,True,False,,https://www.npmjs.com/package/gensync,Logan Smyth,http://logansmyth.com,,,,True
lokathor/bytemuck,209673558,True,Lokathor,5456384,User,Apache-2.0,True,False,,https://docs.rs/bytemuck,Lokathor,https://lokathor.com,,,,True
lovell/detect-libc,96149091,True,lovell,210965,User,Apache-2.0,True,False,,,Lovell Fuller,https://lovell.info,,,,True
lukeed/dequal,174421655,True,lukeed,5855893,User,MIT,True,False,,,Luke Edwards,https://lukeed.com,,,,True
lukeed/escalade,273568715,True,lukeed,5855893,User,MIT,True,False,,,Luke Edwards,https://lukeed.com,,,,True
lukeed/kleur,140393403,True,lukeed,5855893,User,MIT,True,False,,,Luke Edwards,https://lukeed.com,,,,True
lxml/lxml,1353927,True,lxml,612230,Organization,BSD-3-Clause,True,False,,https://lxml.de/,,,,,,True
lydell/js-tokens,17552490,True,lydell,2142817,User,MIT,True,False,,,Simon Lydell,,,,,True
lz4/lz4,18106269,True,lz4,11667224,Organization,NOASSERTION,False,False,,http://www.lz4.org,lz4,,,,,False
mafintosh/end-of-stream,14732255,True,mafintosh,376661,User,MIT,True,False,,,Mathias Buus,https://mafinto.sh,,,,True
mafintosh/pump,12118126,True,mafintosh,376661,User,MIT,True,False,,,Mathias Buus,https://mafinto.sh,,,,True
mafintosh/tar-stream,15340089,True,mafintosh,376661,User,MIT,True,False,,,Mathias Buus,https://mafinto.sh,,,,True
marshallpierce/rust-base64,47371310,True,marshallpierce,575695,User,Apache-2.0,True,False,,,Marshall Pierce,https://bitbucket.org/marshallpierce/,,,,True
marshmallow-code/marshmallow,14284859,True,marshmallow-code,10334301,Organization,MIT,True,False,,https://marshmallow.readthedocs.io/,marshmallow-code,https://marshmallow.readthedocs.io,,,,True
mathiasbynens/cssesc,12001360,True,mathiasbynens,81942,User,MIT,True,False,,https://mths.be/cssesc,Mathias Bynens,https://mathiasbynens.be/,,,,True
mathiasbynens/emoji-regex,24557614,True,mathiasbynens,81942,User,MIT,True,False,,https://mths.be/emoji-regex,Mathias Bynens,https://mathiasbynens.be/,,,,True
mathiasbynens/jsesc,10498729,True,mathiasbynens,81942,User,MIT,True,False,,https://mths.be/jsesc,Mathias Bynens,https://mathiasbynens.be/,,,,True
mathiasbynens/punycode.js,2755924,True,mathiasbynens,81942,User,MIT,True,False,,https://mths.be/punycode,Mathias Bynens,https://mathiasbynens.be/,,,,True
mathiasbynens/regenerate,10182772,True,mathiasbynens,81942,User,MIT,True,False,,https://mths.be/regenerate,Mathias Bynens,https://mathiasbynens.be/,,,,True
mathiasbynens/regexpu-core,49437324,True,mathiasbynens,81942,User,MIT,True,False,,https://mths.be/regexpu,Mathias Bynens,https://mathiasbynens.be/,,,,True
mathiasbynens/unicode-canonical-property-names-ecmascript,88346537,True,mathiasbynens,81942,User,MIT,True,False,,,Mathias Bynens,https://mathiasbynens.be/,,,,True
mathiasbynens/unicode-property-aliases-ecmascript,88333533,True,mathiasbynens,81942,User,MIT,True,False,,,Mathias Bynens,https://mathiasbynens.be/,,,,True
matklad/once_cell,143220272,True,matklad,1711539,User,Apache-2.0,True,False,,,Alex Kladov,https://matklad.github.io/,,,,True
matplotlib/matplotlib,1385122,True,matplotlib,215947,Organization,,False,False,numfocus,https://matplotlib.org/stable/,Matplotlib Developers,https://matplotlib.org,,,,False
mcavage/node-assert-plus,4767976,True,TritonDataCenter,100366084,Organization,MIT,True,False,,,Triton Data Center,https://tritondatacenter.com/,,,,True
mcollina/fastq,37368217,True,mcollina,52195,User,ISC,True,False,,,Matteo Collina,nodeland.dev,,,,True
mcollina/reusify,42106515,True,mcollina,52195,User,MIT,True,False,,,Matteo Collina,nodeland.dev,,,,True
mdn/data,70901646,True,mdn,7565578,Organization,CC0-1.0,True,False,,https://developer.mozilla.org,MDN Web Docs,https://developer.mozilla.org,,,,True
medikoo/d,10817569,True,medikoo,122434,User,ISC,True,False,,,Mariusz Nowak,http://www.medikoo.com/,,,,True
medikoo/es5-ext,1792941,True,medikoo,122434,User,ISC,True,False,,,Mariusz Nowak,http://www.medikoo.com/,,,,True
medikoo/es6-symbol,14423385,True,medikoo,122434,User,ISC,True,False,,,Mariusz Nowak,http://www.medikoo.com/,,,,True
medikoo/type,177198492,True,medikoo,122434,User,ISC,True,False,,,Mariusz Nowak,http://www.medikoo.com/,,,,True
mhammond/pywin32,108187130,True,mhammond,83924,User,,False,False,,,Mark Hammond,,,,,False
micromark/micromark,157420458,True,micromark,43986119,Organization,MIT,True,False,,https://unifiedjs.com,,https://unifiedjs.com,,,,True
micromatch/anymatch,11458302,True,micromatch,26890389,Organization,ISC,True,False,,,micromatch,https://github.com/jonschlinkert,,,,True
micromatch/braces,25475303,True,micromatch,26890389,Organization,MIT,True,False,,https://github.com/jonschlinkert,micromatch,https://github.com/jonschlinkert,,,,True
micromatch/is-extglob,31788841,True,micromatch,26890389,Organization,MIT,True,False,,https://github.com/jonschlinkert,micromatch,https://github.com/jonschlinkert,,,,True
micromatch/is-glob,28179425,True,micromatch,26890389,Organization,MIT,True,False,,,micromatch,https://github.com/jonschlinkert,,,,True
micromatch/micromatch,27359938,True,micromatch,26890389,Organization,MIT,True,False,,https://github.com/micromatch,micromatch,https://github.com/jonschlinkert,,,,True
micromatch/picomatch,156211895,True,micromatch,26890389,Organization,MIT,True,False,,https://github.com/micromatch,micromatch,https://github.com/jonschlinkert,,,,True
micromatch/to-regex-range,40355891,True,micromatch,26890389,Organization,MIT,True,False,,https://github.com/jonschlinkert,micromatch,https://github.com/jonschlinkert,,,,True
microsoft/tslib,34414315,True,microsoft,6154722,Organization,0BSD,True,False,,,Microsoft,https://opensource.microsoft.com,,,,True
microsoft/typescript,20929025,True,microsoft,6154722,Organization,Apache-2.0,True,False,,https://www.typescriptlang.org,Microsoft,https://opensource.microsoft.com,,,,True
microsoft/windows-rs,208102250,True,microsoft,6154722,Organization,Apache-2.0,True,False,,https://kennykerr.ca/rust-getting-started/,Microsoft,https://opensource.microsoft.com,,,,True
minimistjs/minimist,549230701,True,minimistjs,115504153,Organization,MIT,True,False,,,,,,,,True
mitsuhiko/insta,165561258,True,mitsuhiko,7396,User,Apache-2.0,True,False,,https://insta.rs,Armin Ronacher,https://lucumr.pocoo.org/,,,,True
moment/moment,1424470,True,moment,4129662,Organization,MIT,True,False,openjs,momentjs.com,Moment.js,http://momentjs.com,,,,True
more-itertools/more-itertools,4144530,True,more-itertools,61018589,Organization,MIT,True,False,,https://more-itertools.rtfd.io,,,,,,True
motdotla/dotenv,11205780,True,motdotla,3848,User,BSD-2-Clause,True,False,,https://www.dotenv.org,Mot,https://mot.la,,,,True
moxystudio/node-cross-spawn,21335844,True,moxystudio,19508739,Organization,MIT,True,False,,,MOXY,https://moxy.studio,,,,True
mozilla/source-map,2014930,True,mozilla,131524,Organization,NOASSERTION,False,False,,,Mozilla,https://wiki.mozilla.org/Github,,,,False
mrabarnett/mrab-regex,309446978,True,mrabarnett,24500011,User,NOASSERTION,False,False,,,,,,,,False
mrmlnc/fast-glob,77467076,True,mrmlnc,7034281,User,MIT,True,False,,,Denis Malinochkin,mrmlnc.com,,,,True
msgpack/msgpack-python,2242705,True,msgpack,198264,Organization,NOASSERTION,False,False,,https://msgpack.org/,MessagePack,http://msgpack.org/,,,,False
mui/material-ui,23083156,True,mui,33663932,Organization,MIT,True,False,,https://mui.com/material-ui/,MUI,https://mui.com,,,,True
mvdnes/spin-rs,21686666,True,zesterer,3268430,User,MIT,True,False,,,Joshua Barretto,https://blog.jsbarretto.com,,,,True
mysticatea/abort-controller,105228556,True,mysticatea,1937871,User,MIT,True,False,,,Toru Nagashima,,,,,True
mysticatea/event-target-shim,31137469,True,mysticatea,1937871,User,MIT,True,False,,,Toru Nagashima,,,,,True
netflix/vmaf,51317975,True,Netflix,913567,Organization,NOASSERTION,False,False,,,"Netflix, Inc.",http://netflix.github.io/,,,,False
networkx/networkx,890377,True,networkx,388785,Organization,NOASSERTION,False,False,,https://networkx.org,NetworkX,https://networkx.org/,,,,False
nghttp2/nghttp2,11452676,True,nghttp2,16933524,Organization,NOASSERTION,False,False,,https://nghttp2.org,nghttp2,https://nghttp2.org,,,,False
nicolo-ribaudo/babel-preset-current-node-syntax,253327079,True,nicolo-ribaudo,7000710,User,MIT,True,False,,,Nicolò Ribaudo,https://nicr.dev,,,,True
node-fetch/fetch-blob,186960326,True,node-fetch,59502381,Organization,MIT,True,False,,,Node Fetch,,,,,True
node-fetch/node-fetch,29849956,True,node-fetch,59502381,Organization,MIT,True,False,,,Node Fetch,,,,,True
nodeca/argparse,4325614,True,nodeca,723678,Organization,NOASSERTION,False,False,,,Nodeca,https://rcopen.com,,,,False
nodeca/js-yaml,2504175,True,nodeca,723678,Organization,MIT,True,False,,http://nodeca.github.io/js-yaml/,Nodeca,https://rcopen.com,,,,True
nodeca/pako,16231859,True,nodeca,723678,Organization,MIT,True,False,,http://nodeca.github.io/pako/,Nodeca,https://rcopen.com,,,,True
nodejs/readable-stream,5187096,True,nodejs,9950313,Organization,NOASSERTION,False,False,openjs,https://nodejs.org/api/stream.html,Node.js,https://nodejs.org,,,,False
nodejs/string_decoder,95052330,True,nodejs,9950313,Organization,NOASSERTION,False,False,,,Node.js,https://nodejs.org,,,,False
nodejs/undici,133092972,True,nodejs,9950313,Organization,MIT,True,False,,https://nodejs.github.io/undici,Node.js,https://nodejs.org,,,,True
nodelib/nodelib,129310478,True,nodelib,38191195,Organization,MIT,True,False,,,NodeLib,,,,,True
npm/abbrev-js,554893,True,npm,6078720,Organization,NOASSERTION,False,False,,,npm,https://npmjs.com,,,,False
npm/cacache,193812470,True,npm,6078720,Organization,NOASSERTION,False,False,,,npm,https://npmjs.com,,,,False
npm/fs-minipass,102982143,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,,isaacs,http://blog.izs.me,,,,True
npm/hosted-git-info,25002984,True,npm,6078720,Organization,ISC,True,False,,,npm,https://npmjs.com,,,,True
npm/inflight,19442260,True,isaacs,9287,User,,False,True,,,isaacs,http://blog.izs.me,,,,False
npm/ini,2167680,True,npm,6078720,Organization,ISC,True,False,,,npm,https://npmjs.com,,,,True
npm/json-parse-even-better-errors,211384370,True,npm,6078720,Organization,NOASSERTION,False,False,,,npm,https://npmjs.com,,,,False
npm/mute-stream,5159166,True,npm,6078720,Organization,ISC,True,False,,,npm,https://npmjs.com,,,,True
npm/node-semver,1357199,True,npm,6078720,Organization,ISC,True,False,,https://semver.npmjs.com/,npm,https://npmjs.com,,,,True
npm/node-which,2169708,True,npm,6078720,Organization,ISC,True,False,,,npm,https://npmjs.com,,,,True
npm/nopt,1544436,True,npm,6078720,Organization,ISC,True,False,,,npm,https://npmjs.com,,,,True
npm/normalize-package-data,9301720,True,npm,6078720,Organization,NOASSERTION,False,False,,,npm,https://npmjs.com,,,,False
npm/ssri,193817839,True,npm,6078720,Organization,NOASSERTION,False,False,,,npm,https://npmjs.com,,,,False
npm/unique-slug,35246620,True,npm,6078720,Organization,ISC,True,False,,,npm,https://npmjs.com,,,,True
npm/wrappy,24208073,True,isaacs,9287,User,ISC,True,False,,,isaacs,http://blog.izs.me,,,,True
npm/write-file-atomic,23896209,True,npm,6078720,Organization,ISC,True,False,,,npm,https://npmjs.com,,,,True
nucleic/kiwi,14909729,True,nucleic,3782951,Organization,NOASSERTION,False,False,,https://kiwisolver.readthedocs.io/en/latest/,,,,,,False
numpy/numpy,908607,True,numpy,288276,Organization,NOASSERTION,False,False,numfocus,https://numpy.org,NumPy,http://www.numpy.org/,,,,False
nv/cssom,1025209,True,NV,55838,User,MIT,True,False,,https://nv.github.io/CSSOM/docs/parse.html,Nikita Vasilyev,https://n12v.com,,,,True
nvzqz/static-assertions,100129252,True,nvzqz,10367662,User,Apache-2.0,True,False,,https://docs.rs/static_assertions,Nikolai Vazquez,https://nikolaivazquez.com,,,,True
nvzqz/static-assertions-rs,100129252,True,nvzqz,10367662,User,Apache-2.0,True,False,,https://docs.rs/static_assertions,Nikolai Vazquez,https://nikolaivazquez.com,,,,True
oauthlib/oauthlib,2811323,True,oauthlib,33832354,Organization,BSD-3-Clause,True,False,,https://oauthlib.readthedocs.io/en/latest/,OAuthlib,,,,,True
octokit/openapi-types.ts,304109193,True,octokit,3430433,Organization,MIT,True,False,,,Octokit,http://octokit.github.io,,,,True
octokit/types.ts,216109757,True,octokit,3430433,Organization,MIT,True,False,,https://octokit.github.io/types.ts/,Octokit,http://octokit.github.io,,,,True
oozcitak/xmlbuilder-js,1042809,True,oozcitak,188041,User,MIT,True,False,,,Ozgur Ozcitak,,,,,True
open-telemetry/opentelemetry-js,185901023,True,open-telemetry,49998002,Organization,Apache-2.0,True,False,cncf,https://opentelemetry.io,OpenTelemetry - CNCF,https://opentelemetry.io,,,,True
open-telemetry/opentelemetry-js-contrib,255986659,True,open-telemetry,49998002,Organization,Apache-2.0,True,False,,https://opentelemetry.io,OpenTelemetry - CNCF,https://opentelemetry.io,,,,True
open-telemetry/opentelemetry-python,185478926,True,open-telemetry,49998002,Organization,Apache-2.0,True,False,cncf,https://opentelemetry.io,OpenTelemetry - CNCF,https://opentelemetry.io,,,,True
openssl/openssl,7634677,True,openssl,3279138,Organization,Apache-2.0,True,False,,https://openssl-library.org/,OpenSSL,https://www.openssl.org,,,,True
p11-glue/p11-kit,12060420,True,p11-glue,5215057,Organization,NOASSERTION,False,False,,https://p11-glue.github.io/p11-glue/p11-kit.html,,https://p11-glue.github.io/p11-glue/,,,,False
pallets-eco/blinker,11147893,True,pallets-eco,84816014,Organization,MIT,True,False,,https://blinker.readthedocs.io,Pallets Ecosystem,https://palletsprojects.com,,,,True
pallets/click,19103692,True,pallets,16748505,Organization,BSD-3-Clause,True,False,,https://click.palletsprojects.com,Pallets,https://palletsprojects.com,,,,True
pallets/flask,596892,True,pallets,16748505,Organization,BSD-3-Clause,True,False,,https://flask.palletsprojects.com,Pallets,https://palletsprojects.com,,,,True
pallets/itsdangerous,1945034,True,pallets,16748505,Organization,BSD-3-Clause,True,False,,https://itsdangerous.palletsprojects.com,Pallets,https://palletsprojects.com,,,,True
pallets/jinja,994551,True,pallets,16748505,Organization,BSD-3-Clause,True,False,,https://jinja.palletsprojects.com,Pallets,https://palletsprojects.com,,,,True
pallets/markupsafe,734244,True,pallets,16748505,Organization,BSD-3-Clause,True,False,,https://markupsafe.palletsprojects.com,Pallets,https://palletsprojects.com,,,,True
pallets/werkzeug,997338,True,pallets,16748505,Organization,BSD-3-Clause,True,False,,https://werkzeug.palletsprojects.com,Pallets,https://palletsprojects.com,,,,True
pandas-dev/pandas,858127,True,pandas-dev,21206976,Organization,BSD-3-Clause,True,False,numfocus,https://pandas.pydata.org,pandas,http://pandas.pydata.org,,,,True
paramiko/paramiko,119609,True,paramiko,1108455,Organization,LGPL-2.1,True,False,,http://paramiko.org,,,,,,True
paulmillr/chokidar,4090287,True,paulmillr,574696,User,MIT,True,False,,https://paulmillr.com,Paul Miller,https://paulmillr.com,,,,True
paulmillr/readdirp,4494405,True,paulmillr,574696,User,MIT,True,False,,,Paul Miller,https://paulmillr.com,,,,True
pcre2project/pcre2,398251321,True,PCRE2Project,104020533,Organization,NOASSERTION,False,False,,https://pcre2project.github.io/pcre2/,PCRE2 Project,,,,,False
pest-parser/pest,56964647,True,pest-parser,26044607,Organization,Apache-2.0,True,False,,https://pest.rs,pest,,,,,True
peternator7/strum,80964373,True,Peternator7,7546183,User,MIT,True,False,,https://crates.io/crates/strum,Peter Glotfelty,www.linkedin.com/in/peter-glotfelty,,,,True
petkaantonov/bluebird,12670444,True,petkaantonov,829734,User,MIT,True,False,,http://bluebirdjs.com,Petka Antonov,,,,,True
pexpect/pexpect,12902206,True,pexpect,5480175,Organization,NOASSERTION,False,False,,http://pexpect.readthedocs.io/,,,,,,False
pexpect/ptyprocess,24727748,True,pexpect,5480175,Organization,NOASSERTION,False,False,,https://ptyprocess.readthedocs.io/en/latest/,,,,,,False
pillarjs/encodeurl,60721766,True,pillarjs,8441312,Organization,MIT,True,False,,,,https://pillarjs.github.io,,,,True
pillarjs/finalhandler,20547377,True,pillarjs,8441312,Organization,MIT,True,False,,,,https://pillarjs.github.io,,,,True
pillarjs/iconv-lite,2743221,True,pillarjs,8441312,Organization,MIT,True,False,,,,https://pillarjs.github.io,,,,True
pillarjs/parseurl,17533192,True,pillarjs,8441312,Organization,MIT,True,False,,,,https://pillarjs.github.io,,,,True
pillarjs/path-to-regexp,5265803,True,pillarjs,8441312,Organization,MIT,True,False,lf,,,https://pillarjs.github.io,,,,True
pillarjs/send,4879977,True,pillarjs,8441312,Organization,MIT,True,False,,,,https://pillarjs.github.io,,,,True
pkgconf/pkgconf,4180110,True,pkgconf,2036410,Organization,NOASSERTION,False,False,,,pkgconf toolsuite,http://www.pkgconf.org/,,,,False
postcss/postcss,13078968,True,postcss,8296347,Organization,MIT,True,False,,https://postcss.org,PostCSS,https://postcss.org,,,,True
postcss/postcss-selector-parser,36500102,True,postcss,8296347,Organization,MIT,True,False,,,PostCSS,https://postcss.org,,,,True
prettier/prettier,75104123,True,prettier,25822731,Organization,MIT,True,False,,https://prettier.io,Prettier,https://prettier.io,,,,True
primus/eventemitter3,13100677,True,primus,5393950,Organization,MIT,True,False,,,Primus,,,,,True
prompt-toolkit/python-prompt-toolkit,16241224,True,prompt-toolkit,44159252,Organization,BSD-3-Clause,True,False,,https://python-prompt-toolkit.readthedocs.io/,prompt-toolkit,,,,,True
proptest-rs/proptest,94702898,True,proptest-rs,116231032,Organization,Apache-2.0,True,False,,,,,,,,True
protobufjs/protobuf.js,8507859,True,protobufjs,24495634,Organization,NOASSERTION,False,False,,,The protobuf.js Project,,,,,False
psycopg/psycopg2,7730829,True,psycopg,2947270,Organization,NOASSERTION,False,False,,https://www.psycopg.org/,The Psycopg Team,,,,,False
pvorb/clone,2317381,True,pvorb,183534,User,MIT,True,False,,https://www.npmjs.com/package/clone,Paul Vorbach,https://paul.vorba.ch/,,,,True
pvorb/node-clone,2317381,True,pvorb,183534,User,MIT,True,False,,https://www.npmjs.com/package/clone,Paul Vorbach,https://paul.vorba.ch/,,,,True
pyasn1/pyasn1,512723255,True,pyasn1,109076791,Organization,BSD-2-Clause,True,False,,https://pyasn1.readthedocs.io/,pyasn1 maintenance organization,,,,,True
pyasn1/pyasn1-modules,512723354,True,pyasn1,109076791,Organization,BSD-2-Clause,True,False,,https://pyasn1.readthedocs.io/,pyasn1 maintenance organization,,,,,True
pyca/bcrypt,9993757,True,pyca,5615737,Organization,Apache-2.0,True,False,,,Python Cryptographic Authority,,,,,True
pyca/cryptography,11939484,True,pyca,5615737,Organization,NOASSERTION,False,False,,https://cryptography.io,Python Cryptographic Authority,,,,,False
pyca/pynacl,8350032,True,pyca,5615737,Organization,Apache-2.0,True,False,,https://pynacl.readthedocs.io/,Python Cryptographic Authority,,,,,True
pyca/pyopenssl,15778059,True,pyca,5615737,Organization,Apache-2.0,True,False,,https://pyopenssl.org/,Python Cryptographic Authority,,,,,True
pydantic/pydantic,90194616,True,pydantic,110818415,Organization,MIT,True,False,,https://docs.pydantic.dev,Pydantic,https://pydantic.dev,,,,True
pydantic/pydantic-core,477896448,True,pydantic,110818415,Organization,MIT,True,False,,,Pydantic,https://pydantic.dev,,,,True
pygments/pygments,205564111,True,pygments,50935516,Organization,BSD-2-Clause,True,False,,http://pygments.org/,,,,,,True
pypa/distlib,436970140,True,pypa,647025,Organization,NOASSERTION,False,False,psf,http://distlib.readthedocs.io/,Python Packaging Authority,https://www.pypa.io,,,,False
pypa/packaging,19837758,True,pypa,647025,Organization,NOASSERTION,False,False,psf,https://packaging.pypa.io/,Python Packaging Authority,https://www.pypa.io,,,,False
pypa/pip,1446467,True,pypa,647025,Organization,MIT,True,False,psf,https://pip.pypa.io/,Python Packaging Authority,https://www.pypa.io,,,,True
pypa/setuptools,54980593,True,pypa,647025,Organization,MIT,True,False,psf,https://pypi.org/project/setuptools/,Python Packaging Authority,https://www.pypa.io,,,,True
pypa/trove-classifiers,249488301,True,pypa,647025,Organization,Apache-2.0,True,False,psf,https://pypi.org/p/trove-classifiers/,Python Packaging Authority,https://www.pypa.io,,,,True
pypa/virtualenv,1446474,True,pypa,647025,Organization,MIT,True,False,psf,https://virtualenv.pypa.io,Python Packaging Authority,https://www.pypa.io,,,,True
pypa/wheel,98346885,True,pypa,647025,Organization,MIT,True,False,psf,,Python Packaging Authority,https://www.pypa.io,,,,True
