name,shortname,domain,homepage,github_repo,ecosystem,package,repo_url,category,programming_language,description,created,license,fetched_at
Apache Accumulo,accumulo,accumulo.apache.org,https://accumulo.apache.org,,,,https://gitbox.apache.org/repos/asf/accumulo.git,big-data,J | a | v | a,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few no",2012-03-26,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Fluo,accumulo-fluo,fluo.apache.org,https://fluo.apache.org,,,,https://gitbox.apache.org/repos/asf/accumulo-fluo.git,big-data,J | a | v | a,"Apache Fluo is a distributed processing system that lets users
      make incremental updates to large data sets. With Apache Fluo, users can
      set up workflows that execute cross node transaction",2012-03-26,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Fluo Recipes,accumulo-fluo_recipes,fluo.apache.org,https://fluo.apache.org,,,,https://gitbox.apache.org/repos/asf/accumulo-fluo-recipes.git,big-data,J | a | v | a,"Apache Fluo Recipes build on the Fluo API to offer additional
      functionality to developers. They are published separately from Fluo on
      their own release schedule. This allows Fluo Recipes t",2012-03-26,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Fluo YARN,accumulo-fluo_yarn,fluo.apache.org,https://fluo.apache.org,,,,https://gitbox.apache.org/repos/asf/accumulo-fluo-yarn.git,big-data,J | a | v | a,"Apache Fluo YARN is a tool for running Apache Fluo
      applications in Apache Hadoop YARN.",2012-03-26,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache ActiveMQ,activemq,activemq.apache.org,http://activemq.apache.org/,,,,,"network-server, network-client","J | a | v | a | , |   | C | , |   | C | + | + | , |   | R | u | b | y | , |   | P | e | r | l | , |   | P | y | t | h | o | n | , |   | P | H | P | , |   | C | #",ActiveMQ is a fast and powerful Message Broker which supports many Cross Language Clients and Protocols and many advanced features while fully supporting JMS 1.1 and J2EE 1.4.,2006-03-27,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache AGE,age,age.apache.org,https://age.apache.org/,apache/age,,,https://github.com/apache/age,database,C,"The goal of Apache AGE™ is to provide graph data processing and analytics capability to all relational databases.

Through Apache AGE, PostgreSQL users will gain access to graph query modeling within ",2023-02-15,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Airavata,airavata,airavata.apache.org,http://airavata.apache.org,,,,https://git.apache.org/repos/asf/airavata.git,"network-server, cloud, big-data",J | a | v | a,"Apache Airavata is a micro-service architecture based software framework for
            executing and managing computational jobs and workflows on distributed computing
            resources includin",2011-05-07,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Airflow,airflow,airflow.apache.org,https://airflow.apache.org,apache/airflow,,,https://github.com/apache/airflow.git,big-data,"P | y | t | h | o | n | , |   | J | a | v | a | S | c | r | i | p | t","The mission of Apache Airflow is the creation and maintenance of software
related to workflow automation and scheduling that can be used to author and
manage data pipelines.
",2023-09-04,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Allura,allura,allura.apache.org,http://allura.apache.org,,,,,content,P | y | t | h | o | n,"Apache Allura is an open source implementation of a software ""forge"", a web site that manages source code repositories, bug reports, discussions, wiki pages, blogs and more for any number of individua",2014-06-13,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Ambari,ambari,ambari.apache.org,https://ambari.apache.org,apache/ambari,,,https://github.com/apache/ambari.git,big-data,"J | a | v | a | , |   | J | a | v | a | S | c | r | i | p | t | , |   | P | y | t | h | o | n","Apache Ambari simplifies provisioning, managing, and monitoring of Apache Hadoop clusters.",2025-04-09,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Answer,answer,answer.apache.org,https://answer.apache.org,,,,,no-tlp-doap,,,,,2026-06-29T23:06:31+00:00
Apache Ant,ant,ant.apache.org,http://ant.apache.org,,,,https://gitbox.apache.org/repos/asf/ant.git,build-management,J | a | v | a,Apache Ant is a Java-based build tool.,2006-02-17,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache AntUnit,ant-antunit,ant.apache.org,http://ant.apache.org/antlibs/antunit/,,,,https://gitbox.apache.org/repos/asf/ant-antlibs-antunit.git,"build-management, testing",J | a | v | a,"The Ant Library provides Ant tasks for testing Ant
      task, it can also be used to drive functional and integration tests
      of arbitrary applications with Ant.",2006-09-13,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Compress Ant Library,ant-compress,ant.apache.org,http://ant.apache.org/antlibs/compress/,,,,https://gitbox.apache.org/repos/asf/ant-antlibs-compress.git,build-management,J | a | v | a,"This is a library of Ant tasks and types uses Apache
      Commons Compress to support additional archive formats like ar,
      pack200, xz and cpio.",2009-07-31,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache CycloneDX Ant Library,ant-cyclonedx,ant.apache.org,http://ant.apache.org/antlibs/cyclonedx/,,,,https://gitbox.apache.org/repos/asf/ant-antlibs-cyclonedx.git,build-management,J | a | v | a,Provides support for the creation of CycloneDX SBOMs.,2026-06-03,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Ivy,ant-ivy,ant.apache.org,http://ant.apache.org/ivy/,,,,https://gitbox.apache.org/repos/asf/ant-ivy.git,build-management,J | a | v | a,"Apache Ivy is a very powerful dependency manager oriented toward Java dependency management, even though it could be used to manage dependencies of any kind.",2010-11-16,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache IvyDE,ant-ivyde,ant.apache.org,http://ant.apache.org/ivyde/,,,,https://gitbox.apache.org/repos/asf/ant-ivyde.git,build-management,J | a | v | a,"The now retired IvyDE lets you manage your dependencies declared in an ivy.xml in your Java Eclipse projects. IvyDE will contribute to the classpath of your Java project, with the classpath container.",2010-11-16,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Props Ant Library,ant-props,ant.apache.org,http://ant.apache.org/antlibs/props/,,,,https://gitbox.apache.org/repos/asf/ant-antlibs-props.git,build-management,J | a | v | a,"The Apache Props Antlib is a library of supplementary handlers for Apache Ant properties resolution.

The types provided are instances of org.apache.tools.ant.PropertyHelper.Delegate and can be invoke",2009-07-31,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Retired: Apache .NET Ant Library,ant-retired__apache_dotnet,ant.apache.org,http://ant.apache.org/antlibs/dotnet/,,,,https://gitbox.apache.org/repos/asf/ant-antlibs-dotnet.git,build-management,J | a | v | a,"This retired library was a library of Ant tasks that helped developing
.NET software.  It included the ""old"" .NET tasks like a C# compiler task but also came with support for NUnit testing or running ",2006-09-13,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Retired: Apache VSS Ant Library,ant-retired__apache_vss,ant.apache.org,http://ant.apache.org/antlibs/proper.html,,,,https://gitbox.apache.org/repos/asf/ant-antlibs-vss.git,build-management,J | a | v | a,The retired Apache VSS Antlib provided an interface to the Microsoft Visual SourceSafe SCM. The original Ant tasks have been expanded upon in this Antlib. Some fixes to issues in the original tasks ha,2009-07-31,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Apisix,apisix,apisix.apache.org,https://apisix.apache.org,,,,,no-tlp-doap,,,,,2026-06-29T23:06:31+00:00
Apache Portable Runtime,apr-portable_runtime,apr.apache.org,https://apr.apache.org/,,,,https://svn.apache.org/repos/asf/apr/apr/trunk,library,C,"
The mission of the Apache Portable Runtime (APR) project is to create
and maintain software libraries that provide a predictable and
consistent interface to underlying platform-specific implementatio",,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Aries,aries,aries.apache.org,https://aries.apache.org/,,,,https://svn.apache.org/repos/asf/aries/,library,J | a | v | a,The Aries project is delivering a set of pluggable Java components enabling an enterprise OSGi application programming model. This includes implementations and extensions of application-focused specif,2010-04-30,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Arrow,arrow,arrow.apache.org,https://arrow.apache.org,apache/arrow,,,https://github.com/apache/arrow.git,"big-data, database, data-engineering, library, network-client, network-server","C | , |   | C | + | + | , |   | C | # | , |   | G | o | , |   | J | a | v | a | , |   | J | a | v | a | S | c | r | i | p | t | , |   | J | u | l | i | a | , |   | M | A | T | L | A | B | , |   | P | y | t | h | o | n | , |   | R | , |   | R | u | b | y | , |   | R | u | s | t","Apache Arrow defines a language-independent columnar memory format for flat and nested data, organized for efficient analytic operations on modern hardware like CPUs and GPUs. The Arrow memory format ",2016-02-17,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Artemis,artemis,artemis.apache.org,https://artemis.apache.org,,,,,no-tlp-doap,,,,,2026-06-29T23:06:31+00:00
Apache Asterixdb,asterixdb,asterixdb.apache.org,https://asterixdb.apache.org,,,,,no-tlp-doap,,,,,2026-06-29T23:06:31+00:00
Apache Atlas,atlas,atlas.apache.org,https://atlas.apache.org,,,,,no-tlp-doap,,,,,2026-06-29T23:06:31+00:00
Apache Any23,attic-any23,any23.apache.org,http://any23.apache.org,,,,https://gitbox.apache.org/repos/asf/any23.git,"retired, content",J | a | v | a,"Apache Any23 is used in major Web of Data applications. It is written in Java and licensed under the Apache License v2.0. Apache Any23 can be used in various ways:
* As a library in Java applications ",2012-05-31,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Apex,attic-apex,apex.apache.org,http://apex.apache.org,apache/apex-core,,,https://github.com/apache/apex-core.git,"retired, big-data",J | a | v | a,"Apache Apex is a unified platform for big data stream and batch processing. Use cases include ingestion, ETL, real-time analytics, alerts and real-time actions. Apex is a Hadoop-native YARN implementa",2016-05-18,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Archiva,attic-archiva,archiva.apache.org,https://archiva.apache.org,,,,https://gitbox.apache.org/repos/asf/archiva.git,"retired, build-management",J | a | v | a,"Archiva is the perfect companion for build tools such as Maven, Continuum, and ANT. Archiva offers several capabilities, amongst which remote repository proxying,
security access management, build art",2012-04-14,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Beehive,attic-beehive,beehive.apache.org,http://beehive.apache.org,,,,http://svn.apache.org/repos/asf/beehive/trunk/,"web-framework, retired",J | a | v | a,"Our goal is to make J2EE programming easier by building a simple object model on J2EE and Struts. Using Java 5 annotations, Beehive reduces the coding necessary for J2EE. The initial Beehive project h",2006-03-28,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Buildr,attic-buildr,buildr.apache.org,http://buildr.apache.org,,,,http://git.apache.org/buildr.git,"retired, build-management",R | u | b | y,"We wanted something that's simple and intuitive to use, so we only need to tell it what to do, and it takes care of the rest.  But also something we can easily extend for those one-off tasks, with a l",2012-10-07,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Chemistry,attic-chemistry,chemistry.apache.org,http://chemistry.apache.org,,,,https://svn.apache.org/repos/asf/chemistry/,"retired, library","J | a | v | a | , |   | P | y | t | h | o | n | , |   | P | H | P | , |   | C | # | , |   | O | b | j | e | c | t | i | v | e | - | C","Apache Chemistry provides open source implementations of the Content Management Interoperability Services (CMIS) specification. Libraries are available for Java, Python, PHP and .NET.",2011-02-22,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Chukwa,attic-chukwa,chukwa.apache.org,http://chukwa.apache.org/,,,,http://svn.apache.org/repos/asf/chukwa/,"retired, hadoop","J | a | v | a | , |   | J | a | v | a | S | c | r | i | p | t","
      Chukwa is an open source data collection system for monitoring 
      large distributed systems. Chukwa is built on top of 
      the Hadoop Distributed File System (HDFS) and Map/Reduce framew",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Clerezza,attic-clerezza,clerezza.apache.org,http://clerezza.apache.org,,,,https://gitbox.apache.org/repos/asf?p=clerezza.git;a=summary,"retired, osgi, content","J | a | v | a | , |   | S | c | a | l | a","Clerezza allows to easily develop semantic web applications by providing tools to manipulate RDF data, create RESTful Web Services and Renderlets using ScalaServerPages. Contents are stored as triples",2013-02-27,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Click,attic-click,click.apache.org,http://click.apache.org,,,,https://svn.apache.org/repos/asf/click/,"retired, library, network-server, network-client, xml, web-framework",J | a | v | a,"Apache Click is a modern Java web application framework, providing
    a natural rich client style programming model. Click provides a page and
    component oriented design with a event based program",2009-11-20,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Cocoon,attic-cocoon,cocoon.apache.org,http://cocoon.apache.org/,,,,http://svn.apache.org/repos/asf/cocoon/trunk/,"database, graphics, http, network-client, network-server, web-framework, xml, retired","J | a | v | a | , |   | X | M | L","Apache Cocoon is a web development framework built around the concepts of separation of concerns (making sure people can interact and collaborate on a project, without stepping on each other toes) and",2006-02-20,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Continuum,attic-continuum,continuum.apache.org,http://continuum.apache.org,,,,http://svn.apache.org/repos/asf/continuum,"build-management, retired",J | a | v | a,"Whether you have a centralized build team or want to put control of releases in the hands of developers, Apache Continuum can help you improve quality and maintain a consistent build environment. Foll",2012-04-14,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Crunch,attic-crunch,crunch.apache.org,http://crunch.apache.org,,,,https://gitbox.apache.org/repos/asf/crunch.git,"retired, big-data, library","J | a | v | a | , |   | S | c | a | l | a","The Apache Crunch Java library provides a framework for writing, testing, and running MapReduce pipelines. Its goal is to make pipelines that are composed of many user-defined functions simple to writ",2014-04-11,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Deltacloud,attic-deltacloud,deltacloud.apache.org,http://deltacloud.apache.org,,,,https://git-wip-us.apache.org/repos/asf/deltacloud.git,"cloud, library, retired",R | u | b | y,"Deltacloud contains a cloud abstraction API - whether the Deltacloud classic API, the DMTF CIMI API or even the EC2 API. Each abstraction API works as a wrapper around a large number of clouds, shield",2013-07-16,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache DeviceMap,attic-devicemap,devicemap.apache.org,http://devicemap.apache.org,,,,https://svn.apache.org/repos/asf/devicemap,"mobile, retired",J | a | v | a,"Apache Devicemap is a data repository containing devices attributes, and their related browsers, and operating systems. The project also maintains an api to classify these attributes. ",2014-12-17,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache DirectMemory,attic-directmemory,directmemory.apache.org,http://directmemory.apache.org,,,,https://svn.apache.org/repos/asf/directmemory/trunk/,"big-data, retired",J | a | v | a,Apache DirectMemory is a off-heap cache for the Java Virtual Machine,2014-06-23,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache ECS,attic-ecs,jakarta.apache.org,http://jakarta.apache.org/ecs/,,,,http://svn.apache.org/repos/asf/jakarta/ecs/,"library, retired",J | a | v | a,"The Element Construction Set is a Java API for generating elements for various markup languages it directly supports HTML 4.0 and XML, but can easily be extended to create tags for any markup language",2006-01-20,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache ESME,attic-esme,esme.apache.org,http://esme.apache.org,,,,http://svn.apache.org/repos/asf/esme,"content, retired",S | c | a | l | a,Apache ESME (Enterprise Social Messaging Environment) is a secure and highly scalable microsharing and micromessaging platform that allows people to discover and meet one another and get controlled ac,2011-06-21,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Etch,attic-etch,etch.apache.org,http://etch.apache.org,,,,http://svn.apache.org/repos/asf/etch,"network-server, network-client, library, retired","C | , |   | C | # | , |   | C | + | + | , |   | G | o | , |   | J | a | v | a | , |   | J | a | v | a | S | c | r | i | p | t | , |   | P | y | t | h | o | n","Etch is a cross-platform, language- and transport-independent framework for building and consuming network services. The Etch toolset includes a network service description language, a compiler, and b",2013-02-04,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Excalibur,attic-excalibur,excalibur.apache.org,http://excalibur.apache.org,,,,https://svn.apache.org/repos/asf/excalibur/,"network-server, retired",J | a | v | a,"The predecessor of Apache Avalon, Apache Excalibur hosts the Avalon framework, a Java container framework, the Excalibur and Fortress inversion of control containers, and a rich library of components.",2006-07-26,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Falcon,attic-falcon,falcon.apache.org,http://falcon.apache.org,,,,https://svn.apache.org/repos/asf/falcon,"big-data, retired",J | a | v | a,"Apache Falcon is a data processing and management solution for Hadoop designed for data motion, coordination of data pipelines, lifecycle management, and data discovery. Falcon enables end consumers t",2014-12-31,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Forrest,attic-forrest,forrest.apache.org,http://forrest.apache.org/,,,,http://svn.apache.org/repos/asf/forrest/trunk/,"retired, build-management, database, graphics, http, network-client, network-server, web-framework, xml","J | a | v | a | , |   | X | M | L","
      Apache Forrest™ software is a publishing framework that transforms
      input from various sources into a unified presentation in one or more
      output formats. The modular and extensible p",2005-06-23,h | t | t | p | : | / | / | f | o | r | r | e | s | t | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | . | h | t | m | l,2026-06-29T23:06:31+00:00
Apache Giraph,attic-giraph,giraph.apache.org,http://giraph.apache.org,,,,https://gitbox.apache.org/repos/asf/giraph.git,"retired, big-data",J | a | v | a,"Apache Giraph is an iterative graph processing system built for high scalability. For example, it is currently used at Facebook to analyze the social graph formed by users and their connections. ",2014-06-30,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Gora,attic-gora,gora.apache.org,http://gora.apache.org,,,,https://svn.apache.org/repos/asf/gora/trunk/,"nosql, retired",J | a | v | a,"Although there are various excellent ORM frameworks for relational databases, data modeling in NoSQL data stores differ profoundly from their relational cousins. Moreover, data-model agnostic framewor",2012-01-30,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Griffin,attic-griffin,griffin.apache.org,http://griffin.apache.org,,,,https://gitbox.apache.org/repos/asf/griffin.git,"retired, content",J | a | v | a,Big Data Quality Solution For Batch and Streaming.,2018-11-21,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Hama,attic-hama,hama.apache.org,http://hama.apache.org,,,,https://svn.apache.org/repos/asf/hama/trunk,"retired, big-data",J | a | v | a,The Apache Hama is an efficient and scalable general-purpose BSP computing engine which can be used to speed up a large variety of compute-intensive analytics applications.,2014-04-11,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Harmony,attic-harmony,harmony.apache.org,http://harmony.apache.org/,,,,https://svn.apache.org/repos/asf/harmony/,"virtual-machine, retired","J | a | v | a | , |   | C"," Apache Harmony software is a modular Java runtime with class libraries and associated tools.
    ",2010-11-24,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Hivemind,attic-hivemind,hivemind.apache.org,http://hivemind.apache.org/,,,,http://svn.apache.org/repos/asf/hivemind ,"library, retired",J | a | v | a,"HiveMind is a framework for creating applications, not an application, or even an application server, itself. The 'core' of HiveMind is the startup logic that knows how to parse and understand the mod",2006-01-31,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Jakarta Cactus,attic-jakarta_cactus,jakarta.apache.org,http://jakarta.apache.org/cactus,,,,http://svn.apache.org/repos/asf/jakarta/cactus/,"testing, retired",J | a | v | a,"The intent of Cactus is to lower the cost of writing tests for server-side code. It uses JUnit and extends it.

Cactus implements an in-container strategy, meaning that tests are executed inside the c",2007-07-09,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache jclouds,attic-jclouds,jclouds.apache.org,http://jclouds.apache.org,,,,https://git-wip-us.apache.org/repos/asf/jclouds.git,"cloud, library, retired",J | a | v | a,Apache jclouds is an open source multi-cloud toolkit for the Java platform that gives you the freedom to create applications that are portable across clouds while giving you full control to use cloud-,2014-04-11,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Kibble,attic-kibble,kibble.apache.org,https://kibble.apache.org,apache/kibble-1,,,https://github.com/apache/kibble-1.git,"big-data, retired",P | y | t | h | o | n,"Apache Kibble is a suite of tools for collecting, aggregating and visualizing activity in software projects. ",2018-03-19,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Lens,attic-lens,lens.apache.org,http://lens.apache.org/,,,,https://gitbox.apache.org/repos/asf/lens.git,"retired, big-data",J | a | v | a,"Lens provides an Unified Analytics interface.
      Lens aims to cut the Data Analytics silos by providing a single view of data across
      multiple tiered data stores and optimal execution environm",2015-08,h | t | t | p | s | : | / | / | w | w | w | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | s | / | L | I | C | E | N | S | E | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Lenya,attic-lenya,lenya.apache.org,http://lenya.apache.org,,,,http://svn.apache.org/repos/asf/lenya/trunk/,"web-framework, xml, retired",J | a | v | a,"Apache Lenya is an Open Source Java/XML Content Management Framework and comes with revision control, site management, scheduling, search, WYSIWYG editors, and workflow.",2006-02-28,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
