repo,2021,2022,2023,2024,2025,2021-2025
lukeed/kleur,,,,,,1
lukesmithxyz/st,2,2,1,1,1,2
luliyucoordinate/leetcode,1,1,1,,,1
lumateam/luma3ds,1,1,1,1,1,1
luohaha/chinese-uvbook,2,,,,,2
luwx/lightly,1,1,,,,1
lux-core/lux,1,,,,,1
luxcorerender/luxcore,1,1,1,1,1,1
lvandeve/lodepng,1,1,1,1,1,1
lvgl/lv_port_esp32,,,,,,
lvgl/lvgl,1,2,1,3,4,2
lwfinger/rtl8188eu,1,1,1,,,1
lwfinger/rtw88,1,1,2,2,1,3
lwfinger/rtw89,1,1,1,1,,1
lwhyz/workspace,,,1,1,2,1
lwip-tcpip/lwip,2,2,1,3,2,2
lxc/lxc,1,1,3,2,1,2
lxc/lxcfs,4,2,2,2,1,2
lxml/lxml,,,,,,62
ly4k/pwnkit,,1,,,,1
lydell/js-tokens,,,,,,1
lymphatus/caesium-image-compressor,1,1,1,1,1,1
lynckia/licode,1,1,1,1,1,1
lynx-family/lynx,,,,1,12,12
lynx-family/primjs,,,,,2,2
lz4/lz4,2,1,1,1,1,1
lzfse/lzfse,,,,,,
lzl124631x/leetcode,1,1,1,1,,1
lzpong/threadpool,,1,1,,1,1
m0nad/diamorphine,1,,1,,1,1
m2team/nanazip,1,1,1,1,1,1
m417z/7-taskbar-tweaker,1,,1,1,1,1
m417z/textify,1,1,1,1,1,1
m4dengi/remoteplaywhatever,1,1,1,1,1,1
m5stack/m5stack,1,1,2,1,1,1
maaassistantarknights/maaassistantarknights,1,1,3,3,2,3
maartenbaert/ssr,1,2,1,1,1,1
maaxyz/maaframework,,,1,1,1,1
mabeijianxi/small-video-record,,,,,,
machyve/xhyve,1,,,,,1
maciejczyzewski/libchaos,,,,,,
mackron/dr_libs,1,1,1,1,1,1
mackron/miniaudio,,,,,,
mackstann/tinywm,,,,,,
mackyle/sqlite,1,1,2,1,1,1
madeye/proxydroid,,,,1,,1
madler/pigz,1,1,1,,,1
madler/zlib,1,2,1,1,1,1
madmann91/bvh,1,1,1,1,1,1
madmax43v3r/chia-plotter,1,2,1,1,,1
maestron/botnets,,,,,,
mafintosh/end-of-stream,,,,,,1
mafintosh/pump,,,,,,1
mafintosh/tar-stream,,,,,,1
magiblot/tvision,1,1,1,1,1,1
magicstack/immutables,2,1,2,1,,2
magma/magma,9,9,3,2,1,14
maharmstone/btrfs,1,1,1,1,1,1
maharmstone/ntfs2btrfs,1,1,1,1,1,1
maharmstone/quibble,1,1,1,1,,1
mahidaka/ros_face,1,1,,,,1
mailcore/mailcore2,2,2,,,,3
majerle/c-code-style,1,1,1,1,1,1
majerle/lwrb,1,1,1,1,1,1
majerle/stm32-usart-uart-dma-rx-tx,1,1,1,1,1,1
majerle/stm32f429,,1,,,,1
majianjia/nnom,1,1,1,1,,2
makermoekoe/picoclick-c3,1,1,1,,,1
makuna/neopixelbus,1,1,1,1,1,1
malxau/yori,1,1,1,1,1,1
mamba-org/mamba,2,3,2,3,3,4
mamedev/mame,5,5,4,4,4,5
man-group/arcticdb,,,5,4,4,5
managarm/managarm,2,2,1,2,2,2
managarm/mlibc,,,,,,
mandliya/algorithms_and_data_structures,,,,,,
mange/rtl8192eu-linux-driver,1,1,2,2,2,1
mangowm/mango,,,,,1,1
manisandro/gimagereader,6,1,2,1,1,1
manishbisht/competitive-programming,,,,,,
manticoresoftware/manticoresearch,2,3,3,3,3,3
manuelruder/artistic-videos,,,,,,
maoabc/nmmp,1,1,1,,1,1
mapbox/polylabel,,,,,,
mapbox/tippecanoe,,,1,,1,1
mapeditor/tiled,,,,,,
maplespe/dwmblurglass,,,,3,2,4
maplespe/explorerblurmica,,1,1,1,,1
maplibre/maplibre-native,1,2,2,1,2,3
mapnik/mapnik,1,1,1,1,1,1
mapserver/mapserver,2,1,1,1,2,1
mapsme/omim,2,,,,,2
maratyszcza/nnpack,,1,1,,,1
marchaesen/vcxsrv,1,1,,1,1,1
marcj/typerunner,,1,,,1,1
marcobambini/gravity,1,1,1,1,1,1
marcoschwartz/arest,1,1,,,1,1
marella/ctransformers,,,1,,,1
margelo/react-native-filament,,,,1,1,1
margelo/react-native-skottie,,,1,1,1,1
mariadb-corporation/maxscale,2,2,2,2,1,2
mariadb/server,4,3,4,5,4,4
marian-nmt/marian,2,2,1,,,2
mariotaku/moonlight-tv,1,1,1,1,1,1
markondej/fm_transmitter,1,1,1,1,1,1
markparticle/webserver,,,,,,
marlinfirmware/configurations,1,1,1,1,1,1
marlinfirmware/marlin,1,1,1,1,1,1
marshallpierce/rust-base64,,,,,,1
marshmallow-code/marshmallow,,,,,,
martanne/vis,2,3,1,2,1,2
martchus/syncthingtray,1,1,1,1,1,1
martijnvanbrummelen/nwipe,1,1,1,1,1,1
martin-ger/esp32_nat_router,1,2,1,1,,2
martin-ger/esp_wifi_repeater,1,,,,1,1
martinezjavier/ldd3,1,1,1,1,1,3
martinmarinov/tempestsdr,1,,,,,1
martinrotter/rssguard,1,1,1,1,1,1
martinus/nanobench,1,1,1,1,,1
martinus/unordered_dense,,,,,,
marzer/tomlplusplus,1,1,1,1,1,1
mas-bandwidth/netcode,1,1,1,1,1,1
mas-bandwidth/yojimbo,2,2,1,1,1,1
maskray/ccls,1,1,1,1,1,1
masteringopencv/code,,,,,,
matanki-saito/eu4dll,1,1,,,,1
mathertel/onebutton,1,1,1,1,1,1
matheuzsecurity/singularity,,,,,1,1
mathiasbynens/cssesc,,,,,,1
mathiasbynens/emoji-regex,,,,,,1
mathiasbynens/jsesc,,,,,,1
mathiasbynens/punycode.js,,,,,,1
mathiasbynens/regenerate,,,,,,1
mathiasbynens/regexpu-core,,,,,,1
mathiasbynens/unicode-canonical-property-names-ecmascript,,,,,,1
mathiasbynens/unicode-property-aliases-ecmascript,,,,,,1
matinlotfali/kde-rounded-corners,1,1,1,1,1,1
matklad/once_cell,,,,,,4
matmoul/g810-led,,1,,,,1
matplotlib/matplotlib,3,3,3,2,2,6
matrixcascade/painterengine,1,1,1,2,2,1
matt-42/lithium,,,,,,
matt-42/silicon,,,,,,
mattconte/tlsf,,,,,,
matthewsamuel95/acm-icpc-algorithms,,,,,,
mattiasgustavsson/dos-like,1,1,1,1,1,1
mattiasgustavsson/libs,1,1,2,1,1,1
mattiwatti/efiguard,1,1,1,1,1,1
mattn/go-sqlite3,4,5,2,1,1,3
mattrajca/sudo-touchid,,,,,,
matz/streem,1,1,,,,1
mausimus/shaderglass,1,,1,,1,1
mavlink/mavros,1,1,3,1,1,1
mavlink/qgroundcontrol,3,2,3,2,2,2
mawww/kakoune,1,2,1,1,1,1
max0x7ba/atomic_queue,1,1,2,2,2,3
maximegmd/cyberenginetweaks,2,1,2,2,2,2
maximeherpin/modular_tree,1,,,,,1
maximkulkin/esp-homekit,1,1,1,,,1
maxritter/diy-thermocam,1,1,1,,1,1
mayaposch/nymphcast,1,1,1,1,1,1
mayerui/sudoku,1,1,2,1,1,1
mazharmik/interview_ds_algo,1,1,1,1,1,1
mbasso/asm-dom,,1,,,,1
mbebenita/broadway,,1,,,,1
mbed-tls/mbedtls,5,5,4,4,3,6
mborgerding/kissfft,1,,,1,1,2
mcallegari/qlcplus,1,1,1,1,1,1
mcavage/node-assert-plus,,,,,,3
mchehab/zbar,1,1,1,1,,1
mcmilk/7-zip-zstd,1,1,1,1,1,2
mcnopper/opengl,,1,,,1,1
mcollina/fastq,,,,,,1
mcollina/reusify,,,,,,1
mcostalba/stockfish,,,,,,
mcpp-community/d2mcpp,,,,,,
mcu-tools/mcuboot,3,4,3,3,3,4
mcudude/minicore,1,2,1,1,1,1
mcyoloswagham/win3wm,1,,,,,1
mdbtools/mdbtools,1,1,3,1,1,1
mdias/rs_asio,1,1,1,1,1,1
mdn/data,,,,,,7
me115/design_patterns,,,,,,
meckazin/chromekatz,,,1,1,1,1
mediaarea/mediainfo,1,2,2,1,1,1
medikoo/d,,,,,,1
medikoo/es5-ext,,,,,,1
medikoo/es6-symbol,,,,,,1
medikoo/type,,,,,,1
medusalix/xone,1,1,1,1,1,1
medusalix/xow,1,1,,,,1
meetecho/janus-gateway,1,1,1,1,1,1
megafunk/masssample,,1,1,1,1,1
megamarc/tilengine,1,2,1,1,1,1
meganz/megacmd,2,2,2,1,2,2
meganz/megasync,2,3,3,3,2,3
meganz/sdk,3,3,5,5,3,5
megengine/megengine,1,1,1,1,,1
meiqua/shape_based_matching,1,,,,,1
meituan-dianping/dbproxy,,,,,,
meituan-dianping/logan,1,1,1,1,,2
meituan-dianping/myflash,,,,,,
meituan-dianping/sqladvisor,,,,,,
melonds-emu/melonds,2,2,2,2,2,2
memcached/memcached,1,1,1,1,1,1
memgraph/memgraph,2,5,5,4,3,6
memononen/nanosvg,1,3,2,1,1,5
memononen/nanovg,1,1,1,,,1
memovai/mimiclaw,,,,,,
memtest86plus/memtest86plus,,1,1,2,2,2
mendersoftware/mender,2,2,2,1,3,2
mendsley/bsdiff,,,,,,
merbanan/rtl_433,1,1,1,1,1,1
meshcore-dev/meshcore,,,,,5,5
meshtastic/firmware,2,2,2,2,3,3
metacall/core,1,1,1,1,1,1
metartc/metartc,1,1,1,1,1,1
mfactory-osaka/esptimecast,,,,,1,1
mfem/mfem,5,4,6,6,5,7
mfontanini/libtins,2,3,3,1,1,5
mgba-emu/mgba,1,1,1,1,1,1
mgeeky/shellcodefluctuation,1,1,,,,1
mgeeky/threadstackspoofer,1,1,,,,1
mgerdes/open-golf,1,1,,,,1
mhammond/pywin32,1,1,1,1,1,1
mheironimus/arduinojoysticklibrary,,1,,1,,1
mherb/kalman,,,,,,
mhmrdd/nohello,,,1,1,1,1
mhogomchungu/media-downloader,1,1,1,1,1,1
mhx/dwarfs,1,1,1,1,1,1
michaelwillis/dragonfly-reverb,1,1,1,,,1
micheles/decorator,,,,,,1
micknoise/maximilian,1,1,1,1,,1
micromark/micromark,,,,,,1
micromatch/anymatch,,,,,,1
micromatch/braces,,,,,,1
micromatch/is-extglob,,,,,,1
micromatch/is-glob,,,,,,1
micromatch/micromatch,,,,,,1
micromatch/picomatch,,,,,,1
micromatch/to-regex-range,,,,,,1
micronucleus/micronucleus,2,1,,2,1,2
micropython/micropython,1,2,2,2,3,3
microshow/rxffmpeg,1,1,1,,,1
microsoft/airsim,2,2,,,1,2
microsoft/blingfire,1,1,1,1,,2
microsoft/calculator,3,2,3,2,2,3
microsoft/cpprestsdk,1,1,,1,,1
microsoft/cppwinrt,3,3,4,3,1,4
microsoft/detours,2,1,1,1,2,5
microsoft/directml,3,2,2,4,1,3
microsoft/directx-graphics-samples,2,2,1,2,1,2
microsoft/directxmath,1,1,1,1,1,1
microsoft/directxshadercompiler,4,4,4,5,5,6
microsoft/directxtex,1,1,1,1,1,1
microsoft/directxtk,1,1,1,1,1,1
microsoft/directxtk12,1,1,1,1,1,1
microsoft/diskspd,1,,,1,,1
microsoft/ebpf-for-windows,2,2,2,2,3,2
microsoft/edgeml,2,,,,,2
microsoft/ffmpeginterop,1,1,1,1,1,1
microsoft/gsl,2,1,2,2,2,3
microsoft/microsoft-ui-xaml,5,5,4,2,2,7
microsoft/mimalloc,1,1,1,1,1,1
microsoft/msix-packaging,2,1,3,2,1,4
microsoft/msquic,2,1,1,2,3,2
microsoft/nnfusion,3,3,,1,,3
microsoft/onnxruntime,15,13,14,10,7,16
microsoft/onnxruntime-inference-examples,4,5,6,6,7,8
microsoft/pict,1,1,2,1,1,1
microsoft/procdump-for-linux,1,1,1,1,2,1
microsoft/procmon-for-linux,2,1,1,1,1,1
microsoft/react-native-windows,3,3,3,3,4,3
microsoft/seal,2,1,4,1,1,2
microsoft/service-fabric,2,1,1,1,1,1
microsoft/snmalloc,2,2,1,2,1,2
microsoft/sptag,1,3,2,2,3,2
microsoft/stl,2,2,2,2,2,2
microsoft/sysmonforlinux,2,1,1,1,1,1
microsoft/terminal,4,3,2,2,2,3
microsoft/tslib,,,,,,3
microsoft/typescript,5,4,3,4,3,8
microsoft/verona,1,1,2,1,1,2
microsoft/wil,2,2,2,2,2,3
microsoft/win2d,1,1,1,1,1,1
microsoft/win32metadata,2,2,1,1,2,1
microsoft/windows-driver-frameworks,1,1,1,1,,1
microsoft/windows-driver-samples,6,5,3,2,2,5
microsoft/windows-machine-learning,,,,,,
microsoft/windows-rs,,,,,,1
microsoft/windowsappsdk,4,4,3,4,6,7
microsoft/winget-cli,3,3,3,3,2,3
microsoft/wsl,2,1,1,1,2,2
microsoft/wsl2-linux-kernel,17,14,12,14,9,16
microsoft/wslg,4,1,1,2,1,2
microsoftedge/webview2samples,2,2,2,2,1,2
miek/inspectrum,1,1,1,1,1,1
miguelbalboa/rfid,1,1,1,3,1,2
miguelfreitas/twister-core,1,1,,,,1
mihailris/voxelcore,1,1,1,1,1,1
mikalhart/tinygpsplus,,,,,,
mike4192/spotmicro,1,,,,,1
mikemirzayanov/testlib,1,1,1,1,2,1
mikeroyal/unreal-engine-guide,1,1,1,,1,1
mikewang000000/fakehttp,,,,,1,1
mikex86/librecuda,,,,1,1,1
mikke89/rmlui,1,1,1,1,1,1
milesburton/arduino-temperature-control-library,1,2,3,1,1,1
milkdrop2077/milkdrop3,,,1,1,1,1
milkytracker/milkytracker,2,1,1,1,1,1
miller-xie/code,,1,1,,1,1
miloyip/json-tutorial,1,1,,,,2
mindspore-ai/mindspore,1,1,1,1,,1
ming1016/study,1,1,,1,1,1
minhaskamal/creepycodecollection,,,,,,
minhaskamal/trojancockroach,,1,,,1,1
minimistjs/minimist,,,,,,7
miniupnp/miniupnp,1,1,1,1,1,1
minoca/os,1,,,,,1
mintty/mintty,1,1,2,1,1,1
mintty/wsltty,1,1,1,1,1,1
mirage-project/mirage,,,,2,2,2
mirror/busybox,1,2,1,1,,1
mister-devel/main_mister,1,1,2,3,4,1
mistertea/eternalterminal,1,2,1,2,2,1
misyltoad/vphysics-jolt,,1,1,1,1,1
mit-acl/faster,1,1,,1,1,1
mit-biomimetics/cheetah-software,,,,,,
mit-han-lab/proxylessnas,1,1,1,1,,1
mit-nlp/mitie,1,1,,,1,1
mit-pdos/xv6-public,,,,,,
mit-pdos/xv6-riscv,4,1,1,1,1,1
mit-spark/kimera-vio,2,2,1,1,1,2
mit-spark/teaser-plusplus,3,1,3,1,1,3
mitchcurtis/slate,1,1,1,1,,1
mitsuba-renderer/mitsuba,,1,,,,1
mitsuba-renderer/mitsuba2,2,2,,,,3
mitsuba-renderer/mitsuba3,1,1,1,1,1,2
mitsuba-renderer/nanogui,2,1,1,1,1,1
mitsuhiko/insta,,,,,,1
mity/md4c,1,1,1,1,,1
mixiaoxiao/arduino-homekit-esp8266,1,1,,,,2
mixxxdj/mixxx,3,3,2,2,3,3
mjakeman/extension-manager,,1,2,1,1,2
mjbots/moteus,1,1,1,1,1,1
mjolnirapp/mjolnir,1,,,,,1
mkazhdan/poissonrecon,1,1,1,1,1,1
mkckr0/audio-share,,1,1,1,1,1
mkeeter/antimony,,1,1,,2,3
mkiol/dsnote,1,1,1,1,1,1
mkirchner/gc,,,,,,
mkirchner/linked-list-good-taste,,1,,,,1
mkj/dropbear,1,1,1,1,1,1
mkleehammer/pyodbc,3,2,1,1,1,2
mkottman/androlua,,,,,,
mkxjun/directx11-with-windows-sdk,1,1,1,1,1,1
ml-explore/mlx,,,5,3,2,3
ml-explore/mlx-swift,,,1,1,1,1
ml4a/ml4a-ofx,,,,,,
mlc-ai/xgrammar,,,,1,2,2
mlivesu/cinolib,1,1,1,1,1,1
mlocati/gettext-iconv-windows,,,,,,1
mlpack/mlpack,3,1,1,1,1,2
mltframework/mlt,2,1,2,1,1,1
mltframework/shotcut,1,1,1,1,1,1
mm2/little-cms,,,,,,1
mmatyas/pegasus-frontend,1,1,1,1,1,1
mmikk/hextile-demo,,1,,,,1
mmorise/world,1,1,1,1,1,2
mmozeiko/aes-finder,,,,,,
mmozeiko/wcap,,,,,,
mmp/pbrt-v3,,,1,,,1
mmp/pbrt-v4,1,1,1,1,1,1
mnh-jansson/open-battery-information,,,,1,1,1
mntmn/interim,1,,,,,1
mobile-nixos/mobile-nixos,1,1,1,1,1,1
mobile-shell/mosh,2,2,1,,1,2
mobinsheng/books,,,,,,
moby/hyperkit,1,1,,,,1
moddable-opensource/moddable,1,1,1,1,1,1
moderngpu/moderngpu,1,1,,,,1
modorganizer2/modorganizer,1,2,1,2,2,2
modos-labs/glider,,1,1,1,1,1
mofarrell/p2pvc,,1,,,,1
mohuihui/antispy,1,,,,,1
moment/moment,,,,,,2
momo5502/sogen,,,,1,1,1
momotech/mln,1,,,1,,1
monero-project/monero,2,3,1,2,1,2
monero-project/monero-gui,2,1,1,1,1,2
moneymanagerex/moneymanagerex,1,1,1,1,2,1
mongodb/mongo,14,15,19,16,12,20
mongodb/mongo-cxx-driver,2,2,2,1,1,1
mongoose-os-apps/shelly-homekit,,,,,,
mongrel2/mongrel2,1,,,,,1
monitoringartist/zabbix-docker-monitoring,,1,,,,1
monocasual/giada,1,1,1,1,1,1
monyhar/monyhar-lite,1,,,,,1
moonlight-stream/internet-hosting-tool,1,1,1,,,1
moonlight-stream/moonlight-android,1,1,1,1,,1
moonlight-stream/moonlight-embedded,1,1,1,1,1,1
moonlight-stream/moonlight-ios,1,1,1,1,1,1
moonlight-stream/moonlight-qt,1,1,1,1,1,1
moononournation/arduino_gfx,1,1,1,1,1,1
moonshine-ai/moonshine,,,,,1,1
mooophy/cpp-primer,,1,1,,,1
moosefs/moosefs,1,1,1,1,1,1
mopemope/meinheld,,,,,,
more-itertools/more-itertools,,,,,,1
moretension/duti,1,1,2,,,1
morganstanley/hobbes,1,1,1,1,1,2
morrownr/8821au-20210708,1,1,2,1,1,1
morrownr/88x2bu-20210702,1,1,1,1,1,1
mortbopet/ripes,1,1,1,2,2,1
mortennobel/cpp-cheatsheet,,,,,,
mosra/magnum,1,1,1,1,1,1
mostafa-saad/arabiccompetitiveprogramming,,,,,,
motdotla/dotenv,,,,,,1
mothcocoon/flowgraph,1,1,1,1,1,1
motion-project/motion,1,1,1,1,1,1
moudey/shell,1,1,2,1,4,1
moveit/moveit,,,,,,
moveit/moveit2,3,5,5,4,5,5
moxystudio/node-cross-spawn,,,,,,1
mozilla-ai/llamafile,,,1,1,2,1
mozilla/mozjpeg,1,1,1,1,1,1
mozilla/source-map,,,,,,1
mozillazg/ptcpdump,,,,1,1,1
mp3guy/elasticfusion,,1,,,1,1
mpaland/printf,,,,,,
mpitutorial/mpitutorial,2,1,2,1,1,3
mpromonet/v4l2rtspserver,1,1,1,1,1,1
mpromonet/webrtc-streamer,1,1,1,1,1,1
mptre/yank,1,1,1,1,1,1
mpusz/mp-units,1,1,1,1,1,1
mpv-player/mpv,4,4,2,3,3,3
mr-un1k0d3r/edrs,1,1,1,,,1
mr-un1k0d3r/scshell,1,1,1,,,1
mrabarnett/mrab-regex,,,,,,9
mrc-ide/covid-sim,1,1,1,,,1
mrcodetastic/esp32-hub75-matrixpanel-dma,1,1,1,1,1,1
mrexodia/titanhide,1,1,1,,1,2
mrfrenik/gunslinger,1,1,1,1,1,1
mrglockenspiel/activate-linux,,3,2,4,4,4
mridgers/clink,1,,1,1,,1
mriscoc/ender3v2s1,,1,,,1,1
mrkepzie/natron,,,,,,
mrmlnc/fast-glob,,,,,,1
mrnerf/lichtfeld-studio,,,1,,1,1
mrousavy/nitro,,,,1,1,1
mrousavy/react-native-fast-tflite,,,1,1,1,1
mrousavy/react-native-multithreading,1,1,,,,1
mrpt/mrpt,1,1,1,1,1,1
mrtazz/restclient-cpp,1,1,1,1,,1
mruby/mruby,1,1,1,1,1,1
msgpack/msgpack-python,,,,,,1
msracver/deep-image-analogy,,,,,,
msteinbeck/tinyspline,1,1,1,1,,1
mstorsjo/fdk-aac,1,1,1,2,1,1
mstorsjo/llvm-mingw,1,1,1,1,1,1
mtcp-stack/mtcp,,,,,,
mtg/essentia,2,2,1,1,1,2
mtheall/ftpd,1,1,1,1,1,1
mtk911/attiny85,1,1,,,,1
mtoyoda/sl,,,,,,
mtrebi/memory-allocators,,,,1,,1
mtrebi/thread-pool,,,,,,
mtrojnar/osslsigncode,1,1,1,1,2,1
mtytel/vital,1,1,,,,1
mubix/post-exploitation,,,,,,
muellan/clipp,,,,,,
mui/material-ui,2,3,5,5,3,5
multimc/launcher,2,2,1,1,1,2
multitheftauto/mtasa-blue,2,2,3,3,2,2
mumble-voip/mumble,1,1,1,2,2,1
mupen64plus/mupen64plus-core,2,2,1,3,1,3
murmele/gittyup,2,1,1,1,1,1
musescore/musescore,3,3,3,4,3,4
mushibo/micro-wheeled_leg-robot,,,,1,,1
musicplayerdaemon/mpd,1,1,1,1,1,1
mutouyun/cpp-ipc,1,1,1,1,1,1
mvdnes/spin-rs,,,,,,2
mvp/uhubctl,1,1,1,1,1,1
mwh/dragon,2,2,,1,1,3
mydumper/mydumper,1,1,1,1,1,1
mykter/afl-training,1,1,,,,1
myscale/myscaledb,1,1,3,2,,2
mysensors/mysensors,4,5,3,1,1,3
mysql/mysql-server,8,6,6,7,8,7
mysticatea/abort-controller,,,,,,1
mysticatea/event-target-shim,,,,,,1
mytechnotalent/hacking-windows,1,1,,,1,1
myzxcg/realblindingedr,,,,1,,1
mz-automation/libiec61850,1,1,1,1,1,1
mzzopublic/c,,,,,,
n0b0dycn/redis-rogue-server,,1,,,,1
n0xa/m5stick-nemo,,,1,2,1,1
n64decomp/mk64,2,1,2,1,2,2
n64decomp/sm64,,,1,,,1
n64recomp/n64recomp,,1,1,2,1,1
nadrin/pbr,,,,,,
naelstrof/maim,2,2,2,1,2,5
nagiosenterprises/nagioscore,2,2,2,2,2,3
nagyd/sdlpop,1,1,1,2,1,1
nalgeon/sqlean,1,1,1,1,1,1
namazso/openhashtab,1,1,1,2,1,1
namazso/secureuxtheme,1,1,1,1,1,1
namhyung/uftrace,2,2,2,1,1,2
nanocomp/meep,2,2,1,1,1,2
nanocurrency/nano-node,2,2,2,1,1,2
nanomq/nanomq,1,2,3,2,1,3
nanomsg/nanomsg,3,1,1,1,1,1
nanomsg/nng,1,1,1,1,1,1
nanopb/nanopb,1,1,2,3,1,1
nanovms/nanos,2,1,1,1,1,1
narzoul/ddrawcompat,1,1,1,1,1,1
nasa-sw-vnv/ikos,2,1,1,1,,1
nasa/astrobee,2,2,2,2,1,2
nasa/fprime,2,2,2,2,2,3
natlabrockies/energyplus,4,5,4,3,4,5
natrongithub/natron,1,1,2,1,1,1
nature-lang/nature,1,1,1,1,1,1
nba-emu/nanoboyadvance,1,1,1,1,1,1
ncbi/sra-tools,1,2,2,2,2,2
nccgroup/socksoverrdp,1,,,,,1
ncine/ncine,1,1,1,1,1,1
ncmpcpp/ncmpcpp,1,3,,1,1,1
ncopa/su-exec,,,,,1,1
ndeadly/missioncontrol,1,1,1,1,1,1
ndevilla/iniparser,1,1,1,1,1,1
ndrplz/self-driving-car,,,,,,
neargye/magic_enum,1,1,1,1,2,1
neargye/nameof,,,,,,
ned14/llfio,1,1,1,1,1,1
nefarius/dshidmini,1,1,1,1,1,1
nefarius/hidhide,1,1,1,1,1,1
neka-nat/cupoch,1,1,1,1,1,1
nelarius/imnodes,1,1,,1,1,1
nelhage/reptyr,3,1,1,,1,2
nem0/lumixengine,1,1,1,1,1,1
nem0/openfbx,1,2,1,2,1,1
nemtrif/utfcpp,1,1,1,,1,1
neomutt/neomutt,1,1,1,1,1,1
neonious/lowjs,,,,,,
nerdlang/nerd,1,1,,,,1
nesbox/tic-80,1,2,3,2,3,3
netblue30/firejail,3,2,1,1,1,2
netdata/netdata,3,3,3,2,3,3
netease-im/nim_duilib_framework,1,1,,1,,2
netero1010/edrsilencer,,,1,1,,1
netflix/bpftop,,,,1,1,1
netflix/dynomite,1,1,,,,1
netflix/vmaf,,,,,,1
nethack/nethack,1,2,1,2,1,1
netsniff-ng/netsniff-ng,1,1,,1,1,2
netwarm007/gameenginefromscratch,1,1,1,,,1
networkupstools/nut,1,1,1,1,1,1
networkx/networkx,,,,,,
neu-rah/arduinomenu,1,1,1,1,,3
neurobin/shc,1,,1,,,2
neutralinojs/neutralinojs,,,,,,
neutrinolabs/xrdp,1,1,1,1,1,1
nevcairiel/lavfilters,1,1,1,1,1,1
nevermindzzt/letter-shell,1,1,1,1,,1
newaetech/chipwhisperer,1,1,1,2,1,1
newsboat/newsboat,1,2,2,2,2,2
next-flip/momentum-firmware,,1,1,2,2,1
nextcloud/desktop,2,2,1,1,2,2
nfc-tools/libnfc,2,,1,2,1,3
nfc-tools/mfcuk,,,,,,
nfc-tools/mfoc,,,1,,,1
nfrechette/acl,1,1,1,1,1,1
nfs-ganesha/nfs-ganesha,1,1,2,3,4,4
nghttp2/nghttp2,1,1,1,1,1,1
nginx/nginx,2,2,2,2,1,2
nginx/njs,1,1,1,1,1,1
ngs-lang/ngs,1,1,1,1,1,1
ngt-labs/ngt,1,1,1,1,1,1
ngtcp2/nghttp3,1,1,1,1,1,1
ngtcp2/ngtcp2,1,1,1,1,1,1
nheko-reborn/nheko,2,2,1,2,1,2
nholthaus/units,,2,1,3,3,6
nicbarker/clay,,,,1,1,1
nicholas3388/luanode,,,1,1,,1
nickbnf/glogg,,,,,,
nickrehm/drehmflight,1,1,2,1,1,1
nicohood/hid,1,1,,,,1
nicolasff/webdis,1,1,1,1,1,1
nicolo-ribaudo/babel-preset-current-node-syntax,,,,,,1
nidium/nidium,,,,,,
niedev/rtranslator,1,1,1,1,1,1
niessner/bundlefusion,,,,,,
niessner/matterport,1,1,1,,1,1
nigels-com/glew,1,3,3,1,1,1
nightdive-studio/shockmac,,,,,,
nihui/opencv-mobile,1,1,1,1,1,1
nihui/realsr-ncnn-vulkan,,,,,,
nihui/rife-ncnn-vulkan,1,1,,,,1
nihui/waifu2x-ncnn-vulkan,1,1,,,1,1
niklasso/minisat,,,,,,
nillerusr/source-engine,1,1,1,,1,1
ninia/jep,1,1,1,1,1,1
ninja-build/ninja,,,,,,
nisargjhaveri/wirelessandroidautodongle,,,1,1,1,1
nitroshare/nitroshare-desktop,,,,,1,1
nitrux/maui-shell,1,1,1,1,,1
nix-community/nixd,,,1,1,1,1
nixos/nix,1,2,3,3,3,3
nixos/patchelf,2,1,2,2,1,3
njh/ethercard,1,,,,,1
nju-projectn/nemu,1,1,3,1,1,1
nkolban/esp32-snippets,,,,,,
nlnetlabs/unbound,1,1,1,1,1,1
nlohmann/json,1,2,2,1,1,1
nmap/ncrack,1,1,,,,1
nmap/nmap,1,1,1,1,1,1
nmap/npcap,1,1,1,1,1,1
nmathewson/libevent_obsolete,,,,,,
nmikhailov/validity90,,,,,,
nmoehrle/mvs-texturing,1,1,,1,,2
nmrugg/stockfish.js,1,1,1,1,1,1
nmslib/hnswlib,3,3,3,1,,5
nmslib/nmslib,1,1,,,,1
nmwsharp/geometry-central,,,,,,
nmwsharp/polyscope,1,1,1,1,1,1
nndeploy/nndeploy,,,1,1,1,1
no-chicken/ov-watch,,,1,1,1,1
node-fetch/fetch-blob,,,,,,2
node-fetch/node-fetch,,,,,,7
node-hid/node-hid,1,1,2,1,1,1
node-inspector/v8-profiler,,,,,,
node-on-mobile/node-on-android,,,,,,
node-webrtc/node-webrtc,1,,,1,,2
nodeca/argparse,,,,,,18
nodeca/js-yaml,,,,,,73
nodeca/pako,,,,,,23
nodegui/nodegui,1,1,1,1,1,1
nodejs/llnode,1,1,,,,1
nodejs/nan,1,2,2,1,2,1
nodejs/node,4,8,7,7,6,19
nodejs/node-addon-api,4,3,3,1,3,4
nodejs/node-addon-examples,2,2,3,1,3,5
nodejs/readable-stream,,,,,,3
nodejs/string_decoder,,,,,,1
nodejs/undici,,,,,,3
nodelib/nodelib,,,,,,1
nodemcu/nodemcu-firmware,3,2,1,2,1,2
