repo,year,first_date,last_date
albfan/miraclecast,2023,2023-01-01,2023-11-18
albfan/miraclecast,2024,2024-05-26,2024-07-13
albfan/miraclecast,2025,2025-06-08,2025-09-27
aldostools/webman-mod,2021,2021-01-03,2022-01-01
aldostools/webman-mod,2022,2022-01-02,2022-12-31
aldostools/webman-mod,2023,2023-01-08,2024-01-06
aldostools/webman-mod,2024,2024-01-07,2024-12-28
aldostools/webman-mod,2025,2025-01-05,2026-01-03
alecthomas/entityx,2021,2021-02-28,2021-12-04
alecthomas/entityx,2023,2023-04-23,2023-04-29
alecthomas/entityx,2025,2025-08-24,2025-08-30
alekmaul/pvsneslib,2021,2021-02-07,2021-07-10
alekmaul/pvsneslib,2022,2022-01-09,2022-12-03
alekmaul/pvsneslib,2023,2023-01-08,2023-11-25
alekmaul/pvsneslib,2024,2024-01-28,2024-11-30
alekmaul/pvsneslib,2025,2025-01-12,2026-01-03
aleksoid1978/mpc-be,2021,2021-01-03,2022-01-01
aleksoid1978/mpc-be,2022,2022-01-02,2022-12-31
aleksoid1978/mpc-be,2023,2023-01-01,2024-01-06
aleksoid1978/mpc-be,2024,2024-01-07,2025-01-04
aleksoid1978/mpc-be,2025,2025-01-05,2026-01-03
aleksoid1978/videorenderer,2021,2021-01-03,2021-12-25
aleksoid1978/videorenderer,2022,2022-01-09,2022-12-24
aleksoid1978/videorenderer,2023,2023-01-01,2023-12-30
aleksoid1978/videorenderer,2024,2024-01-07,2025-01-04
aleksoid1978/videorenderer,2025,2025-01-05,2025-12-27
alembic/alembic,2021,2021-01-31,2021-12-04
alembic/alembic,2022,2022-04-03,2022-12-03
alembic/alembic,2023,2023-01-08,2023-10-07
alembic/alembic,2024,2024-05-26,2024-12-07
alembic/alembic,2025,2025-09-21,2025-12-20
alephsecurity/xnu-qemu-arm64,2021,2021-09-12,2021-09-18
alex-spataru/qsimpleupdater,2021,2021-04-18,2021-11-27
alex-spataru/qsimpleupdater,2022,2022-08-14,2022-08-27
alex-spataru/qsimpleupdater,2023,2023-10-08,2023-12-23
alex-spataru/qsimpleupdater,2024,2024-03-10,2024-12-21
alex-spataru/qsimpleupdater,2025,2025-05-04,2025-05-10
alexaltea/orbital,2021,2021-08-01,2021-11-13
alexaltea/orbital,2023,2023-01-01,2023-01-07
alexaltea/orbital,2024,2024-03-03,2024-03-09
alexandrerouma/sdrplusplus,2021,2021-01-10,2022-01-01
alexandrerouma/sdrplusplus,2022,2022-01-02,2022-12-31
alexandrerouma/sdrplusplus,2023,2023-01-01,2024-01-06
alexandrerouma/sdrplusplus,2024,2024-01-14,2025-01-04
alexandrerouma/sdrplusplus,2025,2025-01-05,2025-12-13
alexays/waybar,2021,2021-01-03,2021-12-18
alexays/waybar,2022,2022-01-02,2022-12-31
alexays/waybar,2023,2023-01-01,2024-01-06
alexays/waybar,2024,2024-01-07,2025-01-04
alexays/waybar,2025,2025-01-05,2026-01-03
alexbatalov/fallout1-ce,2023,2023-02-05,2023-11-04
alexbatalov/fallout1-ce,2024,2024-02-11,2024-03-09
alexbatalov/fallout1-ce,2025,2025-01-12,2025-01-18
alexbatalov/fallout2-ce,2022,2022-05-15,2022-12-31
alexbatalov/fallout2-ce,2023,2023-01-01,2023-11-04
alexbatalov/fallout2-ce,2024,2024-01-14,2024-04-27
alexbatalov/fallout2-ce,2025,2025-01-12,2025-02-22
alexdobin/star,2021,2021-01-03,2022-01-01
alexdobin/star,2022,2022-01-02,2022-12-17
alexdobin/star,2023,2023-01-08,2023-12-23
alexdobin/star,2024,2024-01-21,2024-01-27
alexfanw/huster-cs,2021,2021-01-31,2021-02-06
alexfanw/huster-cs,2022,2022-02-27,2022-03-05
alexfanw/huster-cs,2023,2023-04-09,2023-12-16
alexfru/smallerc,2021,2021-09-05,2021-09-11
alexfru/smallerc,2024,2024-03-03,2024-12-28
alexgalhardo/software-engineering,2025,2025-12-07,2025-12-13
alexkay/spek,2022,2022-03-13,2022-12-31
alexkay/spek,2023,2023-01-08,2023-07-15
alexliniger/mpcc,2021,2021-06-13,2021-11-13
alfiecg24/trollinstallerx,2024,2024-02-04,2024-09-14
alibaba/alios-things,2021,2021-01-03,2021-10-30
alibaba/alios-things,2022,2022-01-02,2022-12-03
alibaba/alios-things,2023,2023-01-01,2023-06-24
alibaba/alisql,2022,2022-09-04,2022-09-10
alibaba/alisql,2024,2024-03-31,2024-04-06
alibaba/alisql,2025,2025-06-29,2025-11-01
alibaba/async_simple,2022,2022-02-13,2022-12-31
alibaba/async_simple,2023,2023-01-01,2024-01-06
alibaba/async_simple,2024,2024-01-07,2024-11-30
alibaba/async_simple,2025,2025-01-05,2025-10-11
alibaba/gaiax,2022,2022-02-06,2022-12-31
alibaba/gaiax,2023,2023-01-01,2024-01-06
alibaba/gaiax,2024,2024-02-25,2024-12-14
alibaba/gaiax,2025,2025-02-09,2026-01-03
alibaba/graph-learn,2021,2021-01-03,2022-01-01
alibaba/graph-learn,2022,2022-01-16,2022-12-31
alibaba/graph-learn,2023,2023-01-08,2023-09-23
alibaba/graph-learn,2024,2024-01-14,2024-07-06
alibaba/graph-learn,2025,2025-06-29,2025-07-05
alibaba/havenask,2023,2023-06-04,2024-01-06
alibaba/havenask,2024,2024-01-21,2024-11-02
alibaba/havenask,2025,2025-02-16,2025-11-08
alibaba/loongcollector,2021,2021-11-21,2022-01-01
alibaba/loongcollector,2022,2022-01-02,2022-12-31
alibaba/loongcollector,2023,2023-01-08,2024-01-06
alibaba/loongcollector,2024,2024-01-07,2025-01-04
alibaba/loongcollector,2025,2025-01-05,2026-01-03
alibaba/mnn,2021,2021-01-03,2021-12-04
alibaba/mnn,2022,2022-01-16,2022-11-12
alibaba/mnn,2023,2023-01-08,2023-12-30
alibaba/mnn,2024,2024-01-28,2025-01-04
alibaba/mnn,2025,2025-01-05,2026-01-03
alibaba/photonlibos,2022,2022-06-05,2022-12-17
alibaba/photonlibos,2023,2023-01-01,2024-01-06
alibaba/photonlibos,2024,2024-01-07,2025-01-04
alibaba/photonlibos,2025,2025-01-05,2025-12-27
alibaba/tengine,2021,2021-01-03,2021-12-04
alibaba/tengine,2022,2022-08-07,2022-12-31
alibaba/tengine,2023,2023-01-08,2023-12-02
alibaba/tengine,2024,2024-10-27,2024-11-09
alibaba/tengine,2025,2025-06-08,2025-06-14
alibaba/tsar,2022,2022-01-02,2022-01-22
alibaba/weex,2021,2021-05-09,2021-12-11
alibaba/weex,2022,2022-02-27,2022-10-01
alibaba/weex,2023,2023-08-20,2023-08-26
alibaba/weex,2024,2024-06-23,2024-06-29
alibaba/xquic,2021,2021-10-31,2021-11-06
alibaba/xquic,2022,2022-01-02,2022-11-26
alibaba/xquic,2023,2023-01-01,2023-12-30
alibaba/xquic,2024,2024-01-14,2024-12-21
alibaba/xquic,2025,2025-01-19,2025-12-20
alibaba/yalantinglibs,2022,2022-10-16,2022-12-31
alibaba/yalantinglibs,2023,2023-01-01,2024-01-06
alibaba/yalantinglibs,2024,2024-01-07,2024-12-28
alibaba/yalantinglibs,2025,2025-01-05,2026-01-03
alibaba/zvec,2025,2025-12-28,2026-01-03
alibabaresearch/advancedliteratemachinery,2022,2022-09-25,2022-10-01
alibabaresearch/advancedliteratemachinery,2023,2023-12-31,2024-01-06
alibabaresearch/advancedliteratemachinery,2024,2024-02-25,2024-03-02
alicevision/alicevision,2021,2021-01-03,2021-12-25
alicevision/alicevision,2022,2022-01-16,2022-12-24
alicevision/alicevision,2023,2023-01-01,2024-01-06
alicevision/alicevision,2024,2024-01-07,2025-01-04
alicevision/alicevision,2025,2025-01-05,2026-01-03
alievk/avatarify-desktop,2021,2021-01-17,2021-10-30
alievk/avatarify-desktop,2023,2023-07-30,2023-08-05
alinshans/mytinystl,2021,2021-01-03,2021-07-10
alinshans/mytinystl,2022,2022-05-01,2022-11-26
alinshans/mytinystl,2023,2023-01-01,2023-01-14
alinshans/mytinystl,2024,2024-10-20,2024-10-26
alivetoolkit/alive2,2021,2021-01-03,2022-01-01
alivetoolkit/alive2,2022,2022-01-02,2022-12-31
alivetoolkit/alive2,2023,2023-01-01,2024-01-06
alivetoolkit/alive2,2024,2024-01-07,2025-01-04
alivetoolkit/alive2,2025,2025-01-05,2026-01-03
allenk/geminiwatermarktool,2025,2025-12-07,2026-01-03
alliedmodders/sourcemod,2021,2021-01-10,2022-01-01
alliedmodders/sourcemod,2022,2022-01-02,2022-12-31
alliedmodders/sourcemod,2023,2023-01-01,2023-12-23
alliedmodders/sourcemod,2024,2024-01-21,2025-01-04
alliedmodders/sourcemod,2025,2025-01-05,2026-01-03
allinurl/goaccess,2021,2021-01-03,2021-12-25
allinurl/goaccess,2022,2022-01-02,2022-12-31
allinurl/goaccess,2023,2023-01-01,2024-01-06
allinurl/goaccess,2024,2024-01-07,2024-12-07
allinurl/goaccess,2025,2025-01-05,2025-10-25
almamu/linux-wallpaperengine,2021,2021-06-13,2021-12-04
almamu/linux-wallpaperengine,2022,2022-01-23,2022-12-31
almamu/linux-wallpaperengine,2023,2023-01-29,2023-12-30
almamu/linux-wallpaperengine,2024,2024-05-05,2024-11-09
almamu/linux-wallpaperengine,2025,2025-05-04,2025-12-20
alpha-liu-01/speedynote,2025,2025-02-09,2026-01-03
altdesktop/playerctl,2021,2021-01-03,2021-06-26
altramayor/f3,2021,2021-01-17,2021-10-30
altramayor/f3,2022,2022-10-16,2022-12-17
altramayor/f3,2023,2023-04-30,2023-09-09
altramayor/f3,2024,2024-08-18,2024-11-02
altramayor/f3,2025,2025-03-02,2025-12-27
altramayor/gatekeeper,2021,2021-02-21,2022-01-01
altramayor/gatekeeper,2022,2022-01-09,2022-12-31
altramayor/gatekeeper,2023,2023-01-01,2023-11-18
altramayor/gatekeeper,2024,2024-01-21,2024-11-30
altramayor/gatekeeper,2025,2025-10-26,2025-11-08
am0nsec/hellsgate,2021,2021-06-20,2021-06-26
amadvance/snapraid,2021,2021-05-02,2021-12-11
amadvance/snapraid,2022,2022-01-02,2022-12-10
amadvance/snapraid,2023,2023-03-05,2024-01-06
amadvance/snapraid,2024,2024-01-07,2024-08-24
amadvance/snapraid,2025,2025-01-19,2026-01-03
amanieu/asyncplusplus,2021,2021-10-10,2021-12-18
amanieu/asyncplusplus,2022,2022-07-24,2022-08-13
ambrosiogabe/mathanimation,2021,2021-07-18,2021-08-21
ambrosiogabe/mathanimation,2022,2022-05-22,2022-12-31
ambrosiogabe/mathanimation,2023,2023-01-01,2023-10-21
ambrosiogabe/mathanimation,2024,2024-01-28,2024-02-03
amerkoleci/vortice.windows,2021,2021-01-03,2022-01-01
amerkoleci/vortice.windows,2022,2022-01-02,2022-12-24
amerkoleci/vortice.windows,2023,2023-01-01,2023-12-30
amerkoleci/vortice.windows,2024,2024-01-14,2024-12-07
amerkoleci/vortice.windows,2025,2025-01-12,2025-12-06
amhndu/simplenes,2022,2022-01-16,2022-12-31
amhndu/simplenes,2023,2023-05-21,2023-05-27
amhndu/simplenes,2024,2024-02-18,2025-01-04
amhndu/simplenes,2025,2025-01-05,2025-10-11
ammarahm-ed/react-native-mmkv-storage,2021,2021-01-10,2022-01-01
ammarahm-ed/react-native-mmkv-storage,2022,2022-01-02,2022-10-29
ammarahm-ed/react-native-mmkv-storage,2023,2023-01-01,2023-12-02
ammarahm-ed/react-native-mmkv-storage,2024,2024-07-28,2024-11-23
ammarahm-ed/react-native-mmkv-storage,2025,2025-08-03,2025-12-06
ammen99/wf-recorder,2021,2021-05-09,2021-11-27
ammen99/wf-recorder,2022,2022-01-09,2022-12-31
ammen99/wf-recorder,2023,2023-01-01,2023-11-25
ammen99/wf-recorder,2024,2024-03-10,2024-12-21
ammen99/wf-recorder,2025,2025-02-09,2025-12-20
amnezia-vpn/amnezia-client,2021,2021-01-03,2022-01-01
amnezia-vpn/amnezia-client,2022,2022-01-02,2022-12-31
amnezia-vpn/amnezia-client,2023,2023-01-01,2024-01-06
amnezia-vpn/amnezia-client,2024,2024-01-07,2025-01-04
amnezia-vpn/amnezia-client,2025,2025-01-05,2026-01-03
amov-lab/prometheus,2021,2021-01-03,2022-01-01
amov-lab/prometheus,2022,2022-01-02,2022-12-10
amov-lab/prometheus,2023,2023-01-01,2024-01-06
amov-lab/prometheus,2024,2024-01-14,2025-01-04
amov-lab/prometheus,2025,2025-01-12,2025-11-22
amule-project/amule,2021,2021-01-24,2021-12-11
amule-project/amule,2022,2022-02-27,2022-10-08
amule-project/amule,2023,2023-03-05,2023-12-16
amule-project/amule,2024,2024-09-22,2024-12-21
amule-project/amule,2025,2025-01-05,2025-12-27
amzeratul/halley,2021,2021-01-03,2022-01-01
amzeratul/halley,2022,2022-01-02,2022-12-24
amzeratul/halley,2023,2023-01-01,2024-01-06
amzeratul/halley,2024,2024-01-07,2025-01-04
amzeratul/halley,2025,2025-01-05,2025-12-13
anael-seghezzi/ctoy,2022,2022-02-06,2022-02-12
anael-seghezzi/ctoy,2023,2023-01-01,2023-01-07
anael-seghezzi/ctoy,2024,2024-06-09,2024-06-15
analogdevicesinc/no-os,2021,2021-01-03,2021-12-25
analogdevicesinc/no-os,2022,2022-01-02,2022-12-24
analogdevicesinc/no-os,2023,2023-01-01,2024-01-06
analogdevicesinc/no-os,2024,2024-01-07,2024-12-21
analogdevicesinc/no-os,2025,2025-01-05,2025-12-27
andersbakken/rtags,2021,2021-02-07,2021-10-02
andersbakken/rtags,2022,2022-06-12,2022-11-12
andersbakken/rtags,2023,2023-01-15,2023-12-16
andersbakken/rtags,2024,2024-03-10,2024-11-30
andersbakken/rtags,2025,2025-02-02,2026-01-03
andmarti1424/sc-im,2021,2021-02-14,2021-12-25
andmarti1424/sc-im,2022,2022-01-02,2022-10-22
andmarti1424/sc-im,2023,2023-01-08,2023-09-02
andmarti1424/sc-im,2024,2024-01-07,2024-12-28
andmarti1424/sc-im,2025,2025-01-19,2025-05-24
andreaorru/laines,2025,2025-11-02,2025-11-08
andreas-mausch/whatsapp-viewer,2021,2021-05-09,2021-10-23
andreas-mausch/whatsapp-viewer,2022,2022-11-27,2022-12-03
andreasfertig/cppinsights,2021,2021-01-31,2021-12-25
andreasfertig/cppinsights,2022,2022-01-02,2022-11-19
andreasfertig/cppinsights,2023,2023-01-01,2023-12-09
andreasfertig/cppinsights,2024,2024-01-07,2024-12-14
andreasfertig/cppinsights,2025,2025-01-05,2025-06-28
andrei-markeev/ts2c,2021,2021-04-04,2021-08-28
andrei-markeev/ts2c,2024,2024-12-22,2025-01-04
andrei-markeev/ts2c,2025,2025-01-05,2025-09-06
andrewrk/libsoundio,2022,2022-02-27,2022-10-15
andrewrk/libsoundio,2023,2023-07-02,2023-07-08
andrivet/advobfuscator,2025,2025-06-29,2025-12-27
android/ndk-samples,2021,2021-01-03,2021-07-03
android/ndk-samples,2022,2022-01-16,2022-12-17
android/ndk-samples,2023,2023-01-15,2023-08-05
android/ndk-samples,2024,2024-01-07,2024-09-21
android/ndk-samples,2025,2025-01-05,2025-07-05
ands/lightmapper,2022,2022-01-02,2022-01-08
angband/angband,2021,2021-01-03,2022-01-01
angband/angband,2022,2022-01-02,2022-12-31
angband/angband,2023,2023-01-01,2024-01-06
angband/angband,2024,2024-01-07,2024-12-21
angband/angband,2025,2025-01-05,2026-01-03
ange-yaghi/engine-sim,2021,2021-12-12,2022-01-01
ange-yaghi/engine-sim,2022,2022-01-02,2022-11-26
ange-yaghi/engine-sim,2023,2023-01-22,2023-01-28
angelmonica126/graphicalgorithm,2021,2021-01-03,2021-08-28
angelmonica126/graphicalgorithm,2022,2022-02-13,2022-03-12
anhkgg/superdllhijack,2021,2021-11-07,2021-11-13
anhkgg/superrdp,2021,2021-01-10,2021-12-25
anhkgg/superrdp,2022,2022-01-02,2022-11-26
anhkgg/superrdp,2023,2023-02-26,2023-03-04
ankitdhall/lidar_camera_calibration,2021,2021-01-31,2021-02-06
ankitdhall/lidar_camera_calibration,2023,2023-03-26,2023-04-01
ansem-sod/picofly,2023,2023-03-19,2023-06-24
answer-huang/dsymtools,2023,2023-02-12,2023-02-18
answer-huang/dsymtools,2024,2024-04-07,2024-04-20
answerdotai/gpu.cpp,2024,2024-05-26,2024-12-28
answerdotai/gpu.cpp,2025,2025-01-26,2025-02-08
ansyun/dpdk-ans,2021,2021-08-08,2021-08-14
anthwlock/untrunc,2021,2021-02-07,2021-11-27
anthwlock/untrunc,2023,2023-12-24,2023-12-30
anthwlock/untrunc,2024,2024-05-12,2024-08-17
anthwlock/untrunc,2025,2025-01-12,2025-12-27
antimicrox/antimicrox,2021,2021-01-10,2022-01-01
antimicrox/antimicrox,2022,2022-01-02,2022-12-31
antimicrox/antimicrox,2023,2023-01-01,2024-01-06
antimicrox/antimicrox,2024,2024-01-07,2024-12-21
antimicrox/antimicrox,2025,2025-01-12,2026-01-03
antimof/uxplay,2021,2021-07-25,2022-01-01
antimof/uxplay,2022,2022-01-02,2022-12-31
antimof/uxplay,2023,2023-01-08,2024-01-06
antimof/uxplay,2024,2024-01-07,2024-12-21
antimof/uxplay,2025,2025-01-19,2025-11-08
antirez/dump1090,2024,2024-01-21,2024-01-27
antirez/linenoise,2023,2023-03-26,2023-04-01
antirez/linenoise,2024,2024-02-18,2024-02-24
antirez/linenoise,2025,2025-09-07,2025-11-29
antirez/sds,2022,2022-12-11,2022-12-17
antirez/sds,2025,2025-04-13,2025-04-19
antirez/smallchat,2023,2023-10-22,2023-11-11
antoniococo/remotepotato0,2021,2021-02-07,2021-08-07
antoniococo/remotepotato0,2022,2022-12-18,2022-12-24
antsx/ants,2021,2021-01-10,2022-01-01
antsx/ants,2022,2022-01-30,2022-12-24
antsx/ants,2023,2023-01-01,2023-12-23
antsx/ants,2024,2024-01-07,2024-12-21
antsx/ants,2025,2025-01-19,2025-12-20
anttwo/sugar,2023,2023-11-26,2023-12-30
anttwo/sugar,2024,2024-01-07,2024-09-28
any1/wayvnc,2021,2021-01-31,2022-01-01
any1/wayvnc,2022,2022-01-16,2022-12-31
any1/wayvnc,2023,2023-01-01,2024-01-06
any1/wayvnc,2024,2024-01-07,2024-12-28
any1/wayvnc,2025,2025-01-05,2026-01-03
anybotics/grid_map,2021,2021-01-03,2021-12-25
anybotics/grid_map,2022,2022-01-02,2022-11-26
anybotics/grid_map,2023,2023-01-15,2023-11-25
anybotics/grid_map,2024,2024-01-14,2024-09-14
anybotics/grid_map,2025,2025-02-09,2025-10-04
anyrtcio-community/anyrtc-rtmp-opensource,2021,2021-01-17,2021-03-20
anyrtcio-community/anyrtc-rtmp-opensource,2022,2022-01-09,2022-09-24
anyrtcio-community/anyrtc-rtmp-opensource,2023,2023-04-23,2023-12-23
anyrtcio-community/anyrtc-rtmp-opensource,2024,2024-06-09,2024-06-15
anyrtcio-community/anyrtc-rtmp-opensource,2025,2025-04-20,2025-04-26
aomediacodec/libavif,2021,2021-01-03,2021-12-18
aomediacodec/libavif,2022,2022-01-02,2022-12-17
aomediacodec/libavif,2023,2023-01-08,2024-01-06
aomediacodec/libavif,2024,2024-01-07,2025-01-04
aomediacodec/libavif,2025,2025-01-05,2026-01-03
aorimn/dislocker,2021,2021-01-03,2021-12-04
aorimn/dislocker,2022,2022-06-19,2022-07-30
aorimn/dislocker,2023,2023-04-02,2023-09-16
aorimn/dislocker,2025,2025-01-05,2025-12-20
apache/age,2021,2021-01-03,2022-01-01
apache/age,2022,2022-01-02,2022-12-31
apache/age,2023,2023-01-01,2024-01-06
apache/age,2024,2024-01-07,2024-09-28
apache/age,2025,2025-05-04,2025-12-20
apache/arrow,2021,2021-01-03,2022-01-01
apache/arrow,2022,2022-01-02,2022-12-31
apache/arrow,2023,2023-01-01,2024-01-06
apache/arrow,2024,2024-01-07,2025-01-04
apache/arrow,2025,2025-01-05,2026-01-03
apache/brpc,2021,2021-01-10,2022-01-01
apache/brpc,2022,2022-01-02,2022-12-31
apache/brpc,2023,2023-01-01,2024-01-06
apache/brpc,2024,2024-01-07,2025-01-04
apache/brpc,2025,2025-01-05,2025-12-27
apache/cloudberry,2021,2021-01-03,2022-01-01
apache/cloudberry,2022,2022-01-02,2022-12-31
apache/cloudberry,2023,2023-01-01,2024-01-06
apache/cloudberry,2024,2024-01-07,2025-01-04
apache/cloudberry,2025,2025-01-05,2026-01-03
apache/guacamole-server,2021,2021-01-03,2022-01-01
apache/guacamole-server,2022,2022-01-02,2022-12-03
apache/guacamole-server,2023,2023-01-01,2024-01-06
apache/guacamole-server,2024,2024-01-14,2024-12-21
apache/guacamole-server,2025,2025-01-05,2025-12-27
apache/httpd,2021,2021-01-03,2022-01-01
apache/httpd,2022,2022-01-02,2022-12-17
apache/httpd,2023,2023-01-01,2023-12-23
apache/httpd,2024,2024-01-14,2025-01-04
apache/httpd,2025,2025-01-05,2025-12-27
apache/impala,2021,2021-01-03,2022-01-01
apache/impala,2022,2022-01-02,2022-12-31
apache/impala,2023,2023-01-01,2024-01-06
apache/impala,2024,2024-01-07,2025-01-04
apache/impala,2025,2025-01-05,2026-01-03
apache/incubator-pegasus,2021,2021-01-03,2022-01-01
apache/incubator-pegasus,2022,2022-01-02,2022-12-31
apache/incubator-pegasus,2023,2023-01-08,2024-01-06
apache/incubator-pegasus,2024,2024-01-07,2025-01-04
apache/incubator-pegasus,2025,2025-01-05,2025-12-27
apache/kudu,2021,2021-01-03,2022-01-01
apache/kudu,2022,2022-01-02,2022-12-31
apache/kudu,2023,2023-01-01,2024-01-06
apache/kudu,2024,2024-01-07,2025-01-04
apache/kudu,2025,2025-01-05,2026-01-03
apache/kvrocks,2021,2021-01-03,2022-01-01
apache/kvrocks,2022,2022-01-02,2022-12-31
apache/kvrocks,2023,2023-01-01,2024-01-06
apache/kvrocks,2024,2024-01-07,2025-01-04
apache/kvrocks,2025,2025-01-05,2026-01-03
apache/mesos,2021,2021-01-03,2021-12-04
apache/mesos,2022,2022-02-06,2022-12-03
apache/mesos,2023,2023-01-08,2023-01-14
apache/mesos,2024,2024-01-14,2024-08-24
apache/nuttx,2021,2021-01-03,2022-01-01
apache/nuttx,2022,2022-01-02,2022-12-31
apache/nuttx,2023,2023-01-01,2024-01-06
apache/nuttx,2024,2024-01-07,2025-01-04
apache/nuttx,2025,2025-01-05,2026-01-03
apache/openoffice,2021,2021-01-03,2022-01-01
apache/openoffice,2022,2022-01-02,2022-12-31
apache/openoffice,2023,2023-01-01,2024-01-06
apache/openoffice,2024,2024-01-07,2025-01-04
apache/openoffice,2025,2025-01-05,2026-01-03
apache/singa,2021,2021-01-10,2021-12-04
apache/singa,2022,2022-01-16,2022-12-10
apache/singa,2023,2023-02-12,2023-12-23
apache/singa,2024,2024-01-28,2025-01-04
apache/singa,2025,2025-01-05,2025-03-29
apache/thrift,2021,2021-01-03,2021-12-18
apache/thrift,2022,2022-01-02,2022-12-31
apache/thrift,2023,2023-01-01,2024-01-06
apache/thrift,2024,2024-01-07,2024-12-28
apache/thrift,2025,2025-01-05,2026-01-03
apache/trafficserver,2021,2021-01-03,2021-12-25
apache/trafficserver,2022,2022-01-02,2022-12-31
apache/trafficserver,2023,2023-01-01,2024-01-06
apache/trafficserver,2024,2024-01-07,2025-01-04
apache/trafficserver,2025,2025-01-05,2026-01-03
aphrodite-engine/aphrodite-engine,2023,2023-06-18,2024-01-06
aphrodite-engine/aphrodite-engine,2024,2024-01-07,2025-01-04
aphrodite-engine/aphrodite-engine,2025,2025-01-05,2025-11-22
apitrace/apitrace,2021,2021-01-03,2021-11-13
apitrace/apitrace,2022,2022-01-16,2022-12-24
apitrace/apitrace,2023,2023-01-08,2023-12-30
apitrace/apitrace,2024,2024-01-28,2024-12-07
apitrace/apitrace,2025,2025-01-12,2025-12-27
apolloauto/apollo,2021,2021-01-03,2022-01-01
apolloauto/apollo,2022,2022-02-13,2022-12-31
apolloauto/apollo,2023,2023-01-01,2023-12-30
apolloauto/apollo,2024,2024-01-07,2024-12-07
apolloauto/apollo,2025,2025-07-27,2025-08-23
apoorvnandan/tensor.h,2024,2024-10-06,2024-10-19
apoorvnandan/tensor.h,2025,2025-03-02,2025-03-08
appimage/appimagekit,2021,2021-05-30,2021-10-30
appimage/appimagekit,2022,2022-01-23,2022-10-01
appimage/appimagekit,2023,2023-02-19,2023-05-06
appimage/appimagekit,2024,2024-01-28,2024-11-30
apple-oss-distributions/xnu,2022,2022-01-30,2022-10-22
