repo,value_class,host,creators,origin,known_funders,repo_tm,repo_tm_owner,repo_tm_owner_domain,repo_tm_owner_type,repo_confidence,repo_reason,user,user_name,user_type,user_owner,user_owner_name,user_owner_domain,user_owner_type,user_tm,user_tm_owner,user_tm_owner_domain,user_tm_owner_type,user_confidence,user_reason,checked_at
iterative/shtab,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),iterative,,,,,,,,,,,,,2026-04-27T23:00:00Z
iterative/telemetry-python,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),iterative,,,,,,,,,,,,,2026-04-27T23:00:00Z
ittiam-systems/libmpeg2,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),ittiam-systems,,,,,,,,,,,,,2026-04-27T23:00:00Z
ivan-korolenko/json-with-bigint,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),ivan-korolenko,,,,,,,,,,,,,2026-04-27T23:00:00Z
ivanceras/r2d2-sqlite,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),ivanceras,,,,,,,,,,,,,2026-04-27T23:00:00Z
ivankorobkov/python-inject,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),ivankorobkov,,,,,,,,,,,,,2026-04-27T23:00:00Z
ivis-at-bilkent/cose-base,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),ivis-at-bilkent,,,,,,,,,,,,,2026-04-27T23:00:00Z
ivis-at-bilkent/layout-base,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),ivis-at-bilkent,,,,,,,,,,,,,2026-04-27T23:00:00Z
ivmarkov/embuild,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),ivmarkov,,,,,,,,,,,,,2026-04-27T23:00:00Z
iwillspeak/rust-onig,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),iwillspeak,,,,,,,,,,,,,2026-04-27T23:00:00Z
izimobil/polib,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),izimobil,,,,,,,,,,,,,2026-04-27T23:00:00Z
j-f-liu/lopdf,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),j-f-liu,,,,,,,,,,,,,2026-04-27T23:00:00Z
j-f-liu/pom,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),j-f-liu,,,,,,,,,,,,,2026-04-27T23:00:00Z
j4w8n/htmlfy,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),j4w8n,,,,,,,,,,,,,2026-04-27T23:00:00Z
j535d165/recordlinkage,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),j535d165,,,,,,,,,,,,,2026-04-27T23:00:00Z
jab/bidict,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jab,,,,,,,,,,,,,2026-04-27T23:00:00Z
jacherr/sn,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jacherr,,,,,,,,,,,,,2026-04-27T23:00:00Z
jacksonllee/iso639,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jacksonllee,,,,,,,,,,,,,2026-04-27T23:00:00Z
jackub/diff-match-patch,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jackub,,,,,,,,,,,,,2026-04-27T23:00:00Z
jadejs/js-stringify,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jadejs,,,,,,,,,,,,,2026-04-27T23:00:00Z
jadijadi/utmp-classic,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jadijadi,,,,,,,,,,,,,2026-04-27T23:00:00Z
jaemk/cached,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jaemk,,,,,,,,,,,,,2026-04-27T23:00:00Z
jaemk/self_update,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jaemk,,,,,,,,,,,,,2026-04-27T23:00:00Z
jahewson/node-byline,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jahewson,,,,,,,,,,,,,2026-04-27T23:00:00Z
jakearchibald/idb,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jakearchibald,,,,,,,,,,,,,2026-04-27T23:00:00Z
jakejs/jake,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jakejs,,,,,,,,,,,,,2026-04-27T23:00:00Z
jakestanger/corn,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jakestanger,,,,,,,,,,,,,2026-04-27T23:00:00Z
jakub-g/x-default-browser,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jakub-g,,,,,,,,,,,,,2026-04-27T23:00:00Z
jakubonderka/ip_network,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jakubonderka,,,,,,,,,,,,,2026-04-27T23:00:00Z
jakubonderka/treebitmap,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jakubonderka,,,,,,,,,,,,,2026-04-27T23:00:00Z
jakubvaltar/radsort,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jakubvaltar,,,,,,,,,,,,,2026-04-27T23:00:00Z
jam1garner/binread,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jam1garner,,,,,,,,,,,,,2026-04-27T23:00:00Z
jam1garner/binrw,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jam1garner,,,,,,,,,,,,,2026-04-27T23:00:00Z
jam3/load-bmfont,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jam3,,,,,,,,,,,,,2026-04-27T23:00:00Z
jam3/parse-bmfont-binary,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jam3,,,,,,,,,,,,,2026-04-27T23:00:00Z
jam3/xml-parse-from-string,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jam3,,,,,,,,,,,,,2026-04-27T23:00:00Z
jameslanska/unicode-display-width,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jameslanska,,,,,,,,,,,,,2026-04-27T23:00:00Z
jamesmunns/cobs.rs,C,,James Munns,,,,,,individual,90,inherited from owner mapping (jamesmunns),jamesmunns,James Munns,User,jamesmunns,James Munns,jamesmunns.com,individual,,,jamesmunns.com,individual,90,solo Rust embedded maintainer,2026-04-27T22:41:10Z
jamesmunns/postcard,B,,James Munns,,,,,,individual,90,inherited from owner mapping (jamesmunns),jamesmunns,James Munns,User,jamesmunns,James Munns,jamesmunns.com,individual,,,jamesmunns.com,individual,90,solo Rust embedded maintainer,2026-04-27T22:41:10Z
jamestalmage/currently-unhandled,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jamestalmage,,,,,,,,,,,,,2026-04-27T23:00:00Z
jamestalmage/hyperlinker,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jamestalmage,,,,,,,,,,,,,2026-04-27T23:00:00Z
jamestalmage/node-modules-regexp,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jamestalmage,,,,,,,,,,,,,2026-04-27T23:00:00Z
jamestalmage/normalize-range,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jamestalmage,,,,,,,,,,,,,2026-04-27T23:00:00Z
jamiebuilds/global-unique-id,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jamiebuilds,,,,,,,,,,,,,2026-04-27T23:00:00Z
jamielennox/requests-mock,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jamielennox,,,,,,,,,,,,,2026-04-27T23:00:00Z
janl/mustache.js,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),janl,,,,,,,,,,,,,2026-04-27T23:00:00Z
janl/node-jsonpointer,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),janl,,,,,,,,,,,,,2026-04-27T23:00:00Z
jannikmi/timezonefinder,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jannikmi,,,,,,,,,,,,,2026-04-27T23:00:00Z
janogonzalez/ringbufferjs,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),janogonzalez,,,,,,,,,,,,,2026-04-27T23:00:00Z
jantimon/html-webpack-plugin,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jantimon,,,,,,,,,,,,,2026-04-27T23:00:00Z
japaric/as-slice,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),japaric,,,,,,,,,,,,,2026-04-27T23:00:00Z
japaric/cast.rs,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),japaric,,,,,,,,,,,,,2026-04-27T23:00:00Z
japaric/cty,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),japaric,,,,,,,,,,,,,2026-04-27T23:00:00Z
japaric/rustc-cfg,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),japaric,,,,,,,,,,,,,2026-04-27T23:00:00Z
japaric/syscall.rs,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),japaric,,,,,,,,,,,,,2026-04-27T23:00:00Z
japaric/ufmt,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),japaric,,,,,,,,,,,,,2026-04-27T23:00:00Z
japaric/vcell,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),japaric,,,,,,,,,,,,,2026-04-27T23:00:00Z
jaraco/configparser,C,,Jason R. Coombs,,,,,,individual,90,inherited from owner mapping (jaraco),jaraco,Jason R. Coombs,User,jaraco,Jason R. Coombs,jaraco.com,individual,,,jaraco.com,individual,90,solo Python maintainer (pypa core; many setuptools-adjacent libs),2026-04-27T22:41:10Z
jaraco/cssutils,D,,Jason R. Coombs,,,,,,individual,90,inherited from owner mapping (jaraco),jaraco,Jason R. Coombs,User,jaraco,Jason R. Coombs,jaraco.com,individual,,,jaraco.com,individual,90,solo Python maintainer (pypa core; many setuptools-adjacent libs),2026-04-27T22:41:10Z
jaraco/inflect,D,,Jason R. Coombs,,,,,,individual,90,inherited from owner mapping (jaraco),jaraco,Jason R. Coombs,User,jaraco,Jason R. Coombs,jaraco.com,individual,,,jaraco.com,individual,90,solo Python maintainer (pypa core; many setuptools-adjacent libs),2026-04-27T22:41:10Z
jaraco/jaraco.develop,B,,Jason R. Coombs,,,,,,individual,90,inherited from owner mapping (jaraco),jaraco,Jason R. Coombs,User,jaraco,Jason R. Coombs,jaraco.com,individual,,,jaraco.com,individual,90,solo Python maintainer (pypa core; many setuptools-adjacent libs),2026-04-27T22:41:10Z
jaraco/keyring,B,,Jason R. Coombs,,,,,,individual,90,inherited from owner mapping (jaraco),jaraco,Jason R. Coombs,User,jaraco,Jason R. Coombs,jaraco.com,individual,,,jaraco.com,individual,90,solo Python maintainer (pypa core; many setuptools-adjacent libs),2026-04-27T22:41:10Z
jaraco/path,D,,Jason R. Coombs,,,,,,individual,90,inherited from owner mapping (jaraco),jaraco,Jason R. Coombs,User,jaraco,Jason R. Coombs,jaraco.com,individual,,,jaraco.com,individual,90,solo Python maintainer (pypa core; many setuptools-adjacent libs),2026-04-27T22:41:10Z
jaraco/portend,D,,Jason R. Coombs,,,,,,individual,90,inherited from owner mapping (jaraco),jaraco,Jason R. Coombs,User,jaraco,Jason R. Coombs,jaraco.com,individual,,,jaraco.com,individual,90,solo Python maintainer (pypa core; many setuptools-adjacent libs),2026-04-27T22:41:10Z
jaraco/pytest-perf,B,,Jason R. Coombs,,,,,,individual,90,inherited from owner mapping (jaraco),jaraco,Jason R. Coombs,User,jaraco,Jason R. Coombs,jaraco.com,individual,,,jaraco.com,individual,90,solo Python maintainer (pypa core; many setuptools-adjacent libs),2026-04-27T22:41:10Z
jaraco/singledispatch,D,,Jason R. Coombs,,,,,,individual,90,inherited from owner mapping (jaraco),jaraco,Jason R. Coombs,User,jaraco,Jason R. Coombs,jaraco.com,individual,,,jaraco.com,individual,90,solo Python maintainer (pypa core; many setuptools-adjacent libs),2026-04-27T22:41:10Z
jaraco/tempora,C,,Jason R. Coombs,,,,,,individual,90,inherited from owner mapping (jaraco),jaraco,Jason R. Coombs,User,jaraco,Jason R. Coombs,jaraco.com,individual,,,jaraco.com,individual,90,solo Python maintainer (pypa core; many setuptools-adjacent libs),2026-04-27T22:41:10Z
jaraco/zipp,A,,Jason R. Coombs,,,,,,individual,90,inherited from owner mapping (jaraco),jaraco,Jason R. Coombs,User,jaraco,Jason R. Coombs,jaraco.com,individual,,,jaraco.com,individual,90,solo Python maintainer (pypa core; many setuptools-adjacent libs),2026-04-27T22:41:10Z
jaredforth/webp,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jaredforth,,,,,,,,,,,,,2026-04-27T23:00:00Z
jaredhanson/passport,D,,Jared Hanson,,,,,,individual,90,inherited from owner mapping (jaredhanson),jaredhanson,Jared Hanson,User,jaredhanson,Jared Hanson,jaredhanson.tech,individual,,,jaredhanson.tech,individual,90,solo maintainer (passport.js),2026-04-27T22:41:10Z
jaredhanson/passport-local,D,,Jared Hanson,,,,,,individual,90,inherited from owner mapping (jaredhanson),jaredhanson,Jared Hanson,User,jaredhanson,Jared Hanson,jaredhanson.tech,individual,,,jaredhanson.tech,individual,90,solo maintainer (passport.js),2026-04-27T22:41:10Z
jaredhanson/passport-strategy,D,,Jared Hanson,,,,,,individual,90,inherited from owner mapping (jaredhanson),jaredhanson,Jared Hanson,User,jaredhanson,Jared Hanson,jaredhanson.tech,individual,,,jaredhanson.tech,individual,90,solo maintainer (passport.js),2026-04-27T22:41:10Z
jaredhanson/utils-merge,B,,Jared Hanson,,,,,,individual,90,inherited from owner mapping (jaredhanson),jaredhanson,Jared Hanson,User,jaredhanson,Jared Hanson,jaredhanson.tech,individual,,,jaredhanson.tech,individual,90,solo maintainer (passport.js),2026-04-27T22:41:10Z
jaredpalmer/formik,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jaredpalmer,,,,,,,,,,,,,2026-04-27T23:00:00Z
jaredwray/cacheable,A,,Jared Wray,,,,,,individual,90,inherited from owner mapping (jaredwray),jaredwray,Jared Wray,User,jaredwray,Jared Wray,jaredwray.com,individual,,,jaredwray.com,individual,90,solo maintainer (keyv/cacheable),2026-04-27T22:41:10Z
jaredwray/hashery,D,,Jared Wray,,,,,,individual,90,inherited from owner mapping (jaredwray),jaredwray,Jared Wray,User,jaredwray,Jared Wray,jaredwray.com,individual,,,jaredwray.com,individual,90,solo maintainer (keyv/cacheable),2026-04-27T22:41:10Z
jaredwray/hookified,C,,Jared Wray,,,,,,individual,90,inherited from owner mapping (jaredwray),jaredwray,Jared Wray,User,jaredwray,Jared Wray,jaredwray.com,individual,,,jaredwray.com,individual,90,solo maintainer (keyv/cacheable),2026-04-27T22:41:10Z
jaredwray/keyv,B,,Jared Wray,,,,,,individual,90,inherited from owner mapping (jaredwray),jaredwray,Jared Wray,User,jaredwray,Jared Wray,jaredwray.com,individual,,,jaredwray.com,individual,90,solo maintainer (keyv/cacheable),2026-04-27T22:41:10Z
jaredwray/qified,D,,Jared Wray,,,,,,individual,90,inherited from owner mapping (jaredwray),jaredwray,Jared Wray,User,jaredwray,Jared Wray,jaredwray.com,individual,,,jaredwray.com,individual,90,solo maintainer (keyv/cacheable),2026-04-27T22:41:10Z
jashkenas/coffeescript,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jashkenas,,,,,,,,,,,,,2026-04-27T23:00:00Z
jashkenas/underscore,C,,Jeremy Ashkenas,Created by Jeremy Ashkenas in 2009 alongside DocumentCloud / Backbone.js as a functional JS utility belt.,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jashkenas,,,,,,,,,,,,,2026-04-27T23:00:00Z
jasmine/jasmine,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jasmine,,,,,,,,,,,,,2026-04-27T23:00:00Z
jasmine/jasmine-npm,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jasmine,,,,,,,,,,,,,2026-04-27T23:00:00Z
jasmine/reporters,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jasmine,,,,,,,,,,,,,2026-04-27T23:00:00Z
jasper-software/jasper,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jasper-software,,,,,,,,,,,,,2026-04-27T23:00:00Z
jawah/charset_normalizer,A,,,,,,,,community,60,inherited from owner mapping (jawah),jawah,Jawah,Organization,jawah,jawah,,community,,,,community,60,Python community collective (charset-normalizer),2026-04-27T22:41:10Z
jax-ml/jax,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jax-ml,,,,,,,,,,,,,2026-04-27T23:00:00Z
jaycefayne/swayipc-rs,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jaycefayne,,,,,,,,,,,,,2026-04-27T23:00:00Z
jaydenseric/extract-files,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jaydenseric,,,,,,,,,,,,,2026-04-27T23:00:00Z
jazzband/django-model-utils,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jazzband,,,,,,,,,,,,,2026-04-27T23:00:00Z
jazzband/django-redis,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jazzband,,,,,,,,,,,,,2026-04-27T23:00:00Z
jazzband/djangorestframework-simplejwt,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jazzband,,,,,,,,,,,,,2026-04-27T23:00:00Z
jazzband/geojson,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jazzband,,,,,,,,,,,,,2026-04-27T23:00:00Z
jazzband/pathlib2,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jazzband,,,,,,,,,,,,,2026-04-27T23:00:00Z
jazzband/pip-tools,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jazzband,,,,,,,,,,,,,2026-04-27T23:00:00Z
jazzcore/python-pdfkit,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jazzcore,,,,,,,,,,,,,2026-04-27T23:00:00Z
jb55/async-each-series,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jb55,,,,,,,,,,,,,2026-04-27T23:00:00Z
jbaublitz/getset,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jbaublitz,,,,,,,,,,,,,2026-04-27T23:00:00Z
jbaublitz/neli,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jbaublitz,,,,,,,,,,,,,2026-04-27T23:00:00Z
jbg/tokio-postgres-rustls,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jbg,,,,,,,,,,,,,2026-04-27T23:00:00Z
jbgutierrez/path-parse,B,,Juan B. Gutierrez,,,,,,individual,30,inherited from owner mapping (jbgutierrez),jbgutierrez,Javier Blanco Gutiérrez,User,jbgutierrez,Juan B. Gutierrez,,individual,,,,individual,30,solo maintainer,2026-04-27T22:41:10Z
jborean93/ntlm-auth,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jborean93,,,,,,,,,,,,,2026-04-27T23:00:00Z
jborean93/pykrb5,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jborean93,,,,,,,,,,,,,2026-04-27T23:00:00Z
jborean93/pypsrp,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jborean93,,,,,,,,,,,,,2026-04-27T23:00:00Z
jborean93/pyspnego,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jborean93,,,,,,,,,,,,,2026-04-27T23:00:00Z
jbr/routefinder,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jbr,,,,,,,,,,,,,2026-04-27T23:00:00Z
jbr/smartcow,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jbr,,,,,,,,,,,,,2026-04-27T23:00:00Z
jbr/tide-rustls,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jbr,,,,,,,,,,,,,2026-04-27T23:00:00Z
jchip/optional-require,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jchip,,,,,,,,,,,,,2026-04-27T23:00:00Z
jchip/require-at,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jchip,,,,,,,,,,,,,2026-04-27T23:00:00Z
jcreekmore/pem-rs,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jcreekmore,,,,,,,,,,,,,2026-04-27T23:00:00Z
jcrist/msgspec,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jcrist,,,,,,,,,,,,,2026-04-27T23:00:00Z
jd/tenacity,B,,Julien Danjou,,,,,,individual,90,inherited from owner mapping (jd),jd,Julien Danjou,User,jd,Julien Danjou,julien.danjou.info,individual,,,julien.danjou.info,individual,90,solo Python maintainer (tenacity),2026-04-27T22:41:10Z
jden/node-listenercount,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jden,,,,,,,,,,,,,2026-04-27T23:00:00Z
jden/node-path-posix,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jden,,,,,,,,,,,,,2026-04-27T23:00:00Z
jdrouet/no-proxy,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jdrouet,,,,,,,,,,,,,2026-04-27T23:00:00Z
jdunck/python-unicodecsv,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jdunck,,,,,,,,,,,,,2026-04-27T23:00:00Z
jdxcode/password-prompt,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jdxcode,,,,,,,,,,,,,2026-04-27T23:00:00Z
jean-airoldie/humantime-serde,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jean-airoldie,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/libsodium,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-aes-keywrap,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-benchmark-simple,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-binstring,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-blind-rsa-signatures,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-bloom-filter,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-coarsetime,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-ct-codecs,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-ed25519-compact,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-hmac-sha1,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-hmac-sha256,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-hmac-sha512,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-ipcrypt2,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-jwt-simple,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-precision,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-siphash,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedisct1/rust-superboring,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedisct1,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedwatson/classnames,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedwatson,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedwatson/exenv,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedwatson,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedwatson/react-input-autosize,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedwatson,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedwatson/react-select,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedwatson,,,,,,,,,,,,,2026-04-27T23:00:00Z
jedwing/chmlib,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jedwing,,,,,,,,,,,,,2026-04-27T23:00:00Z
jeff-lewis/async-hook-jl,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jeff-lewis,,,,,,,,,,,,,2026-04-27T23:00:00Z
jeff-lewis/cls-hooked,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jeff-lewis,,,,,,,,,,,,,2026-04-27T23:00:00Z
jeffbelgum/derive-try-from-primitive,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jeffbelgum,,,,,,,,,,,,,2026-04-27T23:00:00Z
jeffbski/wait-on,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jeffbski,,,,,,,,,,,,,2026-04-27T23:00:00Z
jeffkaufman/icdiff,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jeffkaufman,,,,,,,,,,,,,2026-04-27T23:00:00Z
jefflau/jest-fetch-mock,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jefflau,,,,,,,,,,,,,2026-04-27T23:00:00Z
jeffparsons/rangemap,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jeffparsons,,,,,,,,,,,,,2026-04-27T23:00:00Z
jeltef/derive_more,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jeltef,,,,,,,,,,,,,2026-04-27T23:00:00Z
jemalloc/jemalloc,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jemalloc,,,,,,,,,,,,,2026-04-27T23:00:00Z
jensyt/imurmurhash-js,B,,Jens Taylor,,,,,,individual,30,inherited from owner mapping (jensyt),jensyt,Jens Taylor,User,jensyt,Jens Taylor,,individual,,,,individual,30,solo maintainer,2026-04-27T22:41:10Z
jenv/jenv,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jenv,,,,,,,,,,,,,2026-04-27T23:00:00Z
jeremydavis519/runtime-macros,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jeremydavis519,,,,,,,,,,,,,2026-04-27T23:00:00Z
jeremyfa/yaml.js,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jeremyfa,,,,,,,,,,,,,2026-04-27T23:00:00Z
jeremysalwen/rust-permutations,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jeremysalwen,,,,,,,,,,,,,2026-04-27T23:00:00Z
jergason/recursive-readdir,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jergason,,,,,,,,,,,,,2026-04-27T23:00:00Z
jeromefroe/lru-rs,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),jeromefroe,,,,,,,,,,,,,2026-04-27T23:00:00Z
